Path_Index,X,Y
0,-4.233176677656181,3.411901619408884
0,-4.23849894103963,3.4402064188431387
0,-4.360115277807821,3.858779515857635
0,-4.4086971218061395,3.9805309918836174
0,-4.451765824187675,4.1638959695152415
0,-4.452807877643307,4.172246628879726
0,-4.453136473083819,4.234247118384419
0,-4.462661824505234,4.320910953229442
0,-4.4626617706496265,4.365764865642189
0,-4.486186548697214,4.825302190676186
0,-4.556516018290786,5.280034786811845
0,-4.592316083538793,5.416953994793253
0,-4.5944465246411985,5.438282790552635
0,-4.67143867275174,5.838352973368954
0,-4.784298837241423,6.229820117993786
0,-4.818165339908706,6.330007701393689
0,-4.875066312211559,6.488499169784159
0,-4.91549655092408,6.594814814174366
0,-4.984974303308797,6.786451085309609
0,-5.0243789808299075,6.913503109157465
0,-5.199536541853491,7.327104489450571
0,-5.203016999812279,7.33346862756068
0,-5.2437175195802475,7.437438925022144
0,-5.268124306514066,7.48579677515059
0,-5.283829742133571,7.532258324851055
0,-5.3354102686162905,7.668106505811769
0,-5.380187000931954,7.836139538954802
0,-5.448696571708966,8.011617313782873
0,-5.452697081748084,8.025293034112389
0,-5.483614604392202,8.139114551847339
0,-5.489079055255067,8.15905056757192
0,-5.492930453359152,8.172976129723637
0,-5.539878642969314,8.392821466296342
0,-5.560829103193734,8.468572389464278
0,-5.582788122887691,8.555187976337237
0,-5.652700503144603,8.790572742762945
0,-5.709545912420653,9.066305500452017
0,-5.7873712472037955,9.324431646569492
0,-5.8093239173299,9.412023406991915
0,-5.811859364571631,9.42535792429637
0,-5.826530709325155,9.495527703524905
0,-5.828524746689396,9.509510556497348
0,-5.912029413385592,9.942222033155629
0,-5.922966594506983,9.979060278581255
0,-5.972251755305394,10.213848419255765
0,-5.981915541636332,10.251966465384001
0,-5.987312514261862,10.277985083942102
0,-6.073730486843726,10.624739323255723
0,-6.090122612094316,10.673601496455401
0,-6.145910961947554,10.90704700808714
0,-6.242970476717522,11.181118560935905
0,-6.293308571835729,11.345806123557658
0,-6.290037742291572,11.346842660880103
0,-6.3323708046888125,11.480426110491742
0,-6.525702295779359,11.983616146185776
0,-6.571661210886981,12.07047279636101
0,-6.559687984418065,12.197418725749728
0,-6.5512210895027545,12.364397949507829
0,-6.551557534557863,12.550853365329662
0,-6.521691911415303,12.710527824734495
0,-6.511254618191162,12.82013343407131
0,-6.4996353221096985,12.872075062430802
0,-6.464208467866188,13.021127670523398
0,-6.449211977925223,13.087054560301919
0,-6.3791843648198325,13.288518267894794
0,-6.2857980708513574,13.679528504450579
0,-6.242068063474143,13.813685748193924
0,-6.20151392245731,13.944858411111209
0,-6.159180496962352,14.089573689755385
0,-6.064696657006472,14.474835704806022
0,-6.004508076521775,14.866921602324568
0,-5.9919156391916495,14.982815899112982
0,-5.980036100844867,15.076530201418034
0,-5.94431095086364,15.642430325236864
0,-5.944310733197332,15.798277612464688
0,-5.950083974192429,16.026156315011086
0,-5.958550383853137,16.193135562686468
0,-5.9604585699398935,16.228082169276433
0,-5.9608825682607085,16.23532949673934
0,-5.958942830000419,16.467922016770814
0,-5.989877975291938,16.740395500935612
0,-6.003906340491113,17.00238991996535
0,-6.004847948302231,17.008206795143003
0,-6.003575487644462,17.04505594647669
0,-6.003575284062371,17.189771284706076
0,-6.00412007781769,17.189771285472478
0,-6.004119523420187,17.584177041116142
0,-6.004119522210485,17.58417706020194
0,-5.998197173450154,18.035547315883402
0,-6.037525998689971,18.485239905809056
0,-6.054459109375121,18.607691369493885
0,-6.135864119351369,19.039647017231964
0,-6.141735487641816,19.059762694875577
0,-6.156632731640804,19.172411518813135
0,-6.174433451229983,19.25822828223419
0,-6.19284434831756,19.355055707286162
0,-6.283517588600339,19.73924175206312
0,-6.30226417127248,19.79590228743784
0,-6.344770008364496,19.987698636996093
0,-6.3779417553094495,20.118542188654576
0,-6.4106302540951505,20.307870366953505
0,-6.436029995469286,20.430321843492084
0,-6.522447735822351,20.777075703056788
0,-6.614006493193541,21.049997410034923
0,-6.616368976561275,21.058073564221147
0,-6.619881020282125,21.06750841615535
0,-6.636108154143934,21.115878852802638
0,-6.675120709669146,21.218466823012676
0,-6.6555965663501215,21.593213531345345
0,-6.265528527268253,21.876823258850482
0,-5.89873549149384,22.17413569872667
0,-5.565113621560249,22.50824386369687
0,-5.562555386162333,22.511089958027288
0,-5.551327618056522,22.521915616833827
0,-5.268620979025163,22.82060323901062
0,-5.22675237637007,22.873833017909735
0,-5.202067400398092,22.89195247824305
0,-5.0964398173229215,22.973646075090297
0,-4.999907548344947,23.04503891275965
0,-4.8187125786923675,23.1863427318049
0,-4.6832463610554385,23.297662084397086
0,-4.459638777772499,23.494154896835532
0,-4.449658273398693,23.503528016216148
0,-4.429247033536412,23.52030095245727
0,-4.175550095674341,23.745313979540835
0,-3.9395177380447524,23.988792366240187
0,-3.8294514143113507,24.1112436994816
0,-3.6948959924946636,24.26803504090723
0,-3.5853923681650173,24.40172646578676
0,-3.4928916633987903,24.513211414983754
0,-3.2730778529994127,24.800953203747916
0,-3.171478151441043,24.945668447994116
0,-2.9826221274327147,25.239834044068648
0,-2.7944555615359397,25.51961258829139
0,-2.6555388077924467,25.78924522564182
0,-2.6401529422969654,25.815543365987374
0,-2.4194437907246975,26.24387527322805
0,-2.245799112023632,26.693350831970665
0,-2.241348084029994,26.707005981873476
0,-2.136600619505686,27.00123367752033
0,-2.1090617494435975,27.057557408392185
0,-1.9378141016901695,27.45522086232877
0,-1.932323523588093,27.472338919446287
0,-1.898973419357102,27.553366052736035
0,-1.8333680401616137,27.667024807856464
0,-1.7487016304600136,27.83400397864844
0,-1.6683734103058656,28.00085244101172
0,-1.5921736317262116,28.16783161838963
0,-1.5160575134867678,28.344534718458714
0,-1.5104906878680102,28.358258338968888
0,-1.5014975084222346,28.373307374684284
0,-1.3360853446880663,28.675858932549925
0,-1.2009178581682134,28.975569468844427
0,-1.1983697506898823,28.980594850364493
0,-1.1692640579736322,29.03904466117715
0,-1.135467403705925,29.108167137349927
0,-1.1088257308703282,29.157207044226745
0,-1.079622180794109,29.209566408443113
0,-1.0717495691877552,29.220337371793875
0,-0.970149970290004,29.365052645982676
0,-0.7288034448066005,29.74851708596613
0,-0.5272413357132413,30.15430747307821
0,-0.5176248718459587,30.17983364433715
0,-0.4201384460925899,30.367972262377485
0,-0.316167817422607,30.521773977890103
0,-0.2977609148506724,30.552575801579994
0,-0.12338429892240264,30.840335398203194
0,-0.12310824901975215,30.840698349281595
0,0.13944842886950193,31.225777953070747
0,0.24104804376018185,31.392757221487873
0,0.2552200717573578,31.416048992648104
0,0.2748235880647236,31.4418237482228
0,0.3760453611394192,31.580311057421564
0,0.41434065805895137,31.6348577140218
0,0.6217604072351657,31.868758775965468
0,0.7487598017227151,32.02460601566579
0,0.9360716159776512,32.271344953652175
