time_delta,timestamp_seconds,timestamp_raw,lat,lng
0.0,1713393281.0665393,1713393281066539172,40.48582465,-80.33228348666667
0.19364070892333984,1713393281.26018,1713393281260180061,40.4858247,-80.33228348333333
0.39478492736816406,1713393281.4613242,1713393281461324103,40.485824735,-80.33228341166667
0.5944061279296875,1713393281.6609454,1713393281660945461,40.485824726666664,-80.33228338666666
0.7963700294494629,1713393281.8629093,1713393281862909303,40.485824755,-80.33228333333334
0.9966564178466797,1713393282.0631957,1713393282063195597,40.485824735,-80.33228330666667
1.193988561630249,1713393282.2605278,1713393282260527828,40.48582479666667,-80.332283285
1.3948543071746826,1713393282.4613936,1713393282461393539,40.485824815,-80.33228319
1.5943701267242432,1713393282.6609094,1713393282660909449,40.485824808333334,-80.33228319333334
1.7941851615905762,1713393282.8607244,1713393282860724440,40.48582485166666,-80.332283165
1.9965615272521973,1713393283.0631008,1713393283063100718,40.485824845,-80.332283175
2.1963484287261963,1713393283.2628877,1713393283262887680,40.485824805,-80.33228314
2.3934574127197266,1713393283.4599967,1713393283459996613,40.48582484,-80.33228305166666
2.5937132835388184,1713393283.6602526,1713393283660252621,40.485824836666666,-80.33228307
2.793898582458496,1713393283.8604379,1713393283860437869,40.485824883333336,-80.332283085
2.9962894916534424,1713393284.0628288,1713393284062828797,40.48582493333333,-80.332283105
3.1941404342651367,1713393284.2606797,1713393284260679660,40.48582486,-80.33228305166666
3.3942723274230957,1713393284.4608116,1713393284460811540,40.485824836666666,-80.33228300833333
3.594020128250122,1713393284.6605594,1713393284660559508,40.48582479666667,-80.33228299666666
3.796722173690796,1713393284.8632615,1713393284863261422,40.485824895,-80.33228301333334
3.998823881149292,1713393285.0653632,1713393285065363174,40.48582487666667,-80.33228292666666
4.194974660873413,1713393285.261514,1713393285261513980,40.48582474333333,-80.33228293333333
4.393349885940552,1713393285.4598892,1713393285459889240,40.485824735,-80.33228301666666
4.595941066741943,1713393285.6624804,1713393285662480369,40.48582474,-80.33228304
4.798584222793579,1713393285.8651235,1713393285865123527,40.485824771666664,-80.332283065
4.9953391551971436,1713393286.0618784,1713393286061878510,40.48582474166667,-80.33228308166667
5.195115804672241,1713393286.261655,1713393286261655088,40.485824685,-80.332283135
5.396465301513672,1713393286.4630046,1713393286463004544,40.48582465166667,-80.33228316166667
5.594113349914551,1713393286.6606526,1713393286660652685,40.485824605,-80.332283155
5.79486870765686,1713393286.861408,1713393286861407926,40.485824568333335,-80.33228316666667
5.995596408843994,1713393287.0621357,1713393287062135634,40.48582453666667,-80.33228318
6.19395899772644,1713393287.2604983,1713393287260498180,40.485824478333335,-80.33228320833334
6.394824266433716,1713393287.4613636,1713393287461363443,40.485824415,-80.33228322
6.593169212341309,1713393287.6597085,1713393287659708589,40.485824355,-80.33228324666666
6.796287298202515,1713393287.8628266,1713393287862826670,40.48582438333333,-80.33228329
6.995954751968384,1713393288.062494,1713393288062494037,40.485824365,-80.33228333
7.195811748504639,1713393288.262351,1713393288262350995,40.48582434833333,-80.33228331833334
7.39582085609436,1713393288.4623601,1713393288462360115,40.48582433,-80.33228333666666
7.59679913520813,1713393288.6633384,1713393288663338466,40.48582426,-80.33228336833334
7.793766498565674,1713393288.8603058,1713393288860305685,40.48582424,-80.33228340666666
7.99743914604187,1713393289.0639784,1713393289063978346,40.4858242,-80.33228340833334
8.197273969650269,1713393289.2638133,1713393289263813239,40.4858241,-80.33228348333333
8.399038791656494,1713393289.465578,1713393289465578084,40.485824085,-80.33228353166666
8.595919609069824,1713393289.662459,1713393289662458780,40.485824045,-80.33228355
8.793871641159058,1713393289.860411,1713393289860410814,40.485823995,-80.33228359166667
8.997977018356323,1713393290.0645163,1713393290064516327,40.48582389333333,-80.33228363166667
9.193512916564941,1713393290.2600522,1713393290260052297,40.48582379166667,-80.33228367
9.393433809280396,1713393290.459973,1713393290459973183,40.485823763333336,-80.33228371666667
9.596373558044434,1713393290.6629128,1713393290662912761,40.485823681666666,-80.332283715
9.794707775115967,1713393290.861247,1713393290861247125,40.48582363,-80.33228377333333
9.997377872467041,1713393291.0639172,1713393291063917222,40.48582352166667,-80.33228379166667
10.194900274276733,1713393291.2614396,1713393291261439449,40.485823425,-80.33228381666666
10.39435338973999,1713393291.4608927,1713393291460892639,40.485823413333335,-80.33228384666667
10.595847129821777,1713393291.6623864,1713393291662386413,40.485823365,-80.33228388833334
10.79552698135376,1713393291.8620663,1713393291862066378,40.48582329833334,-80.332283975
10.995391130447388,1713393292.0619304,1713393292061930468,40.48582322,-80.33228395833333
11.19505524635315,1713393292.2615945,1713393292261594458,40.485823135,-80.33228398333333
11.395713567733765,1713393292.4622529,1713393292462252936,40.485823085,-80.33228397
11.59508490562439,1713393292.6616242,1713393292661624100,40.48582310166667,-80.33228402666667
11.79512071609497,1713393292.86166,1713393292861659921,40.48582301166667,-80.33228406166667
11.997113227844238,1713393293.0636525,1713393293063652542,40.485822893333335,-80.33228407166666
12.194653034210205,1713393293.2611923,1713393293261192330,40.485822805,-80.33228406833334
12.395094871520996,1713393293.4616342,1713393293461634160,40.485822731666666,-80.33228411666667
12.59633493423462,1713393293.6628742,1713393293662874157,40.485822711666664,-80.33228416166666
12.793147087097168,1713393293.8596864,1713393293859686484,40.485822643333336,-80.33228415333333
12.994609117507935,1713393294.0611484,1713393294061148432,40.48582257666666,-80.33228416833333
13.196738719940186,1713393294.263278,1713393294263278059,40.485822508333335,-80.33228418
13.395356893539429,1713393294.4618962,1713393294461896150,40.485822541666664,-80.33228417166667
13.594482660293579,1713393294.661022,1713393294661021870,40.48582248,-80.33228415
13.796266317367554,1713393294.8628056,1713393294862805628,40.4858224,-80.332284115
13.996304512023926,1713393295.0628438,1713393295062843705,40.48582232333333,-80.332284115
14.1949782371521,1713393295.2615175,1713393295261517589,40.485822281666664,-80.33228413666667
14.394111394882202,1713393295.4606507,1713393295460650717,40.48582223333333,-80.332284115
14.595417022705078,1713393295.6619563,1713393295661956330,40.48582217333333,-80.332284085
14.7943274974823,1713393295.8608668,1713393295860866848,40.485822145,-80.33228406166667
14.993853330612183,1713393296.0603926,1713393296060392650,40.485822096666666,-80.33228404333333
15.198427677154541,1713393296.264967,1713393296264967008,40.48582204666667,-80.33228401833334
15.393542766571045,1713393296.460082,1713393296460082158,40.485822015,-80.33228399333333
15.593486785888672,1713393296.660026,1713393296660026063,40.485821965,-80.33228397
15.797584056854248,1713393296.8641233,1713393296864123329,40.48582190333333,-80.332283945
15.996819019317627,1713393297.0633583,1713393297063358353,40.48582180166667,-80.33228388166667
16.194980144500732,1713393297.2615194,1713393297261519426,40.48582182166667,-80.33228381166667
16.394707918167114,1713393297.4612472,1713393297461247231,40.48582176666667,-80.33228380333334
16.597148895263672,1713393297.6636882,1713393297663688251,40.48582174,-80.33228381333333
16.79473567008972,1713393297.861275,1713393297861274939,40.48582168666667,-80.332283785
16.994060516357422,1713393298.0605998,1713393298060599779,40.48582158166667,-80.332283795
17.193800926208496,1713393298.2603402,1713393298260340179,40.48582147166667,-80.33228371
17.393916130065918,1713393298.4604554,1713393298460455399,40.485821405,-80.33228366666667
17.597792387008667,1713393298.6643317,1713393298664331767,40.485821388333335,-80.33228366
17.794941425323486,1713393298.8614807,1713393298861480606,40.48582133833333,-80.33228362333334
17.99677872657776,1713393299.063318,1713393299063318017,40.48582129166667,-80.33228359166667
18.195913076400757,1713393299.2624524,1713393299262452440,40.48582129333333,-80.332283565
18.398483276367188,1713393299.4650226,1713393299465022652,40.48582125833333,-80.33228354833334
18.593260765075684,1713393299.6598,1713393299659800160,40.485821145,-80.33228351666666
18.79471731185913,1713393299.8612566,1713393299861256620,40.48582108666667,-80.33228351833333
18.995362281799316,1713393300.0619016,1713393300061901588,40.48582098666667,-80.33228346833333
19.197878122329712,1713393300.2644174,1713393300264417302,40.485820923333335,-80.33228348166666
19.39553689956665,1713393300.4620762,1713393300462076287,40.485820851666666,-80.33228347
19.595541954040527,1713393300.6620812,1713393300662081336,40.48582078,-80.33228346166666
19.797602891921997,1713393300.8641422,1713393300864142288,40.48582066,-80.33228343333333
19.999736070632935,1713393301.0662754,1713393301066275336,40.48582061333333,-80.33228340666666
20.197975873947144,1713393301.2645152,1713393301264515264,40.485820501666666,-80.33228342833333
20.396371126174927,1713393301.4629104,1713393301462910408,40.48582044,-80.33228339833333
20.597029447555542,1713393301.6635687,1713393301663568829,40.48582035166667,-80.33228342
20.794509649276733,1713393301.861049,1713393301861048883,40.485820241666666,-80.33228340666666
20.996073722839355,1713393302.062613,1713393302062612945,40.48582012833333,-80.33228341
21.197813272476196,1713393302.2643526,1713393302264352514,40.48581996833333,-80.3322834
21.39548897743225,1713393302.4620283,1713393302462028318,40.48581987,-80.3322834
21.59484100341797,1713393302.6613803,1713393302661380287,40.48581977333333,-80.33228339166666
21.79703116416931,1713393302.8635705,1713393302863570499,40.485819668333335,-80.33228339833333
21.999159574508667,1713393303.0656989,1713393303065698954,40.48581952833333,-80.33228337333334
22.198978900909424,1713393303.2655182,1713393303265518087,40.48581940333333,-80.33228333666666
22.399582862854004,1713393303.4661222,1713393303466122114,40.485819291666665,-80.33228336
22.595738887786865,1713393303.6622782,1713393303662278121,40.485819211666666,-80.332283365
22.796240091323853,1713393303.8627794,1713393303862779273,40.485819131666666,-80.33228336833334
22.999500513076782,1713393304.0660398,1713393304066039861,40.485819005,-80.33228336
23.197388648986816,1713393304.263928,1713393304263927852,40.48581887833333,-80.33228336666667
23.399611234664917,1713393304.4661505,1713393304466150548,40.48581876833333,-80.33228332333333
23.596436977386475,1713393304.6629763,1713393304662976242,40.485818645,-80.33228332166667
23.79737615585327,1713393304.8639154,1713393304863915337,40.485818556666665,-80.33228331333333
23.9990816116333,1713393305.065621,1713393305065620884,40.48581843,-80.33228332166667
24.196279525756836,1713393305.2628188,1713393305262818738,40.485818285,-80.33228334166667
24.396095752716064,1713393305.462635,1713393305462635064,40.48581821,-80.33228334
24.599311590194702,1713393305.6658509,1713393305665850797,40.48581813,-80.33228336166667
24.79646348953247,1713393305.8630028,1713393305863002808,40.48581803166667,-80.33228337166666
24.99934196472168,1713393306.0658813,1713393306065881194,40.485817965,-80.33228341
25.197607040405273,1713393306.2641463,1713393306264146270,40.48581780333333,-80.33228339166666
25.395721435546875,1713393306.4622607,1713393306462260671,40.485817698333335,-80.33228342166667
25.602855920791626,1713393306.6693952,1713393306669395194,40.48581762333333,-80.33228342333334
25.800093173980713,1713393306.8666325,1713393306866632444,40.485817545,-80.33228345166667
25.998895168304443,1713393307.0654345,1713393307065434384,40.485817495,-80.33228349333334
26.196419954299927,1713393307.2629592,1713393307262959233,40.485817438333335,-80.33228353833333
26.39566159248352,1713393307.4622009,1713393307462200823,40.48581730666667,-80.33228354666667
26.59603190422058,1713393307.6625712,1713393307662571222,40.485817196666666,-80.33228356333333
26.795923233032227,1713393307.8624625,1713393307862462467,40.485817186666665,-80.33228360833333
26.999444723129272,1713393308.065984,1713393308065984060,40.48581708333333,-80.33228360666666
27.198736906051636,1713393308.2652762,1713393308265276101,40.485816953333334,-80.33228362666667
27.395670652389526,1713393308.46221,1713393308462209906,40.485816873333334,-80.332283685
27.594536304473877,1713393308.6610756,1713393308661075611,40.485816828333334,-80.33228373666667
27.79480814933777,1713393308.8613474,1713393308861347336,40.48581674166667,-80.332283765
27.999014854431152,1713393309.0655541,1713393309065554150,40.485816675,-80.33228380333334
28.196306705474854,1713393309.262846,1713393309262845908,40.48581658166667,-80.332283835
28.398882627487183,1713393309.465422,1713393309465421933,40.485816498333335,-80.33228386
28.595978498458862,1713393309.6625178,1713393309662517808,40.485816471666666,-80.33228390166667
28.795066595077515,1713393309.861606,1713393309861605856,40.485816406666665,-80.332283905
28.99744749069214,1713393310.0639868,1713393310063986749,40.48581634166667,-80.33228397333333
