x1,y1,x2,y2
-6.373268939109791,-3.8884440636760638,-8.914302735073203,3.4912539271027665
-5.195466293158876,-4.837644520732015,-11.07529003323793,12.238603544022125
-4.011300363905062,-5.805325294373941,-10.84625596421566,14.044827108479351
-2.8596959749679516,-6.678440488434236,-10.470395137867168,15.424634807175941
-1.5588777207480118,-7.984904213149015,-10.55621925331021,18.1452729358826
0.1359939468964498,-10.435782147516534,-11.314649992756998,22.819302538417748
2.140775955664113,-13.786705065678303,-10.869686996106722,23.99842296245285
3.502792930443371,-15.27090278034125,-10.215140969318423,24.568870070584882
4.381230209445917,-15.3506830823063,-9.534559730718545,25.063705433371123
5.163352094532367,-15.150743169572614,-8.859530543951394,25.574665125483367
5.960190208416632,-14.993542288591941,-8.240623638471515,26.248615757390073
6.658315054417141,-14.549657261252314,-7.563976719859475,26.75487721508125
7.345846273251671,-14.075006106663158,-6.93893393225973,27.411007951391333
8.061204743645886,-13.681171158749486,-6.419812052915249,28.374755341629665
8.786997968623348,-13.31764093860237,-5.9605449834496085,29.512333721799305
9.568409940021537,-13.115639286813032,-5.458146887047865,30.52465050437583
10.37630532463671,-12.990551051766454,-4.9476025680045685,31.513308938544746
11.143309868441275,-12.746707192040363,-4.415753200734368,32.44009301990372
11.993355173043321,-12.744031213112796,-3.872483250074678,33.333709318753506
12.785739741621482,-12.573896297409872,-3.3077293211168186,34.164931614134034
13.553253273148936,-12.331530645365218,-2.712063169776005,34.90637829701683
14.325384853806344,-12.102576781837392,-2.1209010663800405,35.66090568493465
15.09596982044723,-11.86913122505927,-1.5139787182600615,36.36966199869007
15.869451938232935,-11.644099606150164,-0.8862884394950827,37.01810386235955
16.633299942230735,-11.391088489181454,-0.26965193501025786,37.6986482175328
17.399109614073108,-11.143774469305344,0.38491938084775773,38.26902188087348
18.154775410727257,-10.867000496765824,1.0432897561517225,38.82836227444625
18.907108052632708,-10.580546339948135,1.7136720919922694,39.35281740156648
19.656650378814746,-10.28598851785436,2.3826213823149804,39.88143439506784
20.430999054654283,-10.063473566271327,3.068387493361295,40.361211794895766
21.173605484744588,-9.748772439301511,3.7635785350361197,40.81361720867105
21.926562810221448,-9.464132495307096,4.468771276677505,41.236975576608096
22.684667225037312,-9.19444078415931,5.185774538047973,41.62603370467704
23.413184513321898,-8.838821818300223,5.907798986062522,42.00050924787539
24.13916449977095,-8.475833992850415,6.657426781109578,42.29481885036165
24.920826771465432,-8.274559265904227,7.405762830769998,42.592879953851025
25.668414098584826,-7.97432371426688,8.162446086258388,42.866699011376575
26.40118586196283,-7.6310606412529,8.910644392199085,43.16516015167504
27.121293381400378,-7.251017933229509,9.675145000929035,43.41627596688181
27.82889245259825,-6.834648053765607,10.45257284585732,43.62984836210308
28.57347106824574,-6.525674569543746,11.25045915734894,43.78400505619058
29.31441171285178,-6.206135650250652,12.10390106944949,43.77681657067381
30.05845966731748,-5.895621014052407,12.893365047186483,43.95543349806681
30.826077803216503,-5.653559155161483,13.668077141354635,44.176893006186724
31.585381986285405,-5.387351824024865,14.484707490807683,44.27661306133506
32.38439637123246,-5.23647129313748,15.276370864698098,44.44884247849506
33.14431477640504,-4.972047792515655,16.025833472181844,44.743631820499544
33.89617610519098,-4.6842248430095,16.77210434935283,45.047690620397
34.648347566984455,-4.397302585157334,17.518309009630475,45.351941728116344
35.38885354361923,-4.0765012984139215,18.24754720817923,45.70546701854442
36.12588598331113,-3.745612127897022,18.96819665229252,46.08393586302963
36.86147998407754,-3.410545427405822,19.69663220709902,46.43979220014485
37.65125714293938,-3.232838044042193,20.510911166809382,46.54634118696156
38.43464622164746,-3.0365783288085573,21.2918733738582,46.74964904926677
39.1808406831444,-2.7322976016794502,22.04719106653698,47.027433989158034
39.9020513570535,-2.3554586868720606,22.921341076922936,46.96010481934481
40.07651809300417,-0.3907600801425043,23.988998676590075,46.33078880382831
40.21793797915095,1.6699135472604165,25.38903149309758,44.736185068094194
40.60415972378148,3.0196309543795876,26.58092147088734,43.74607202867443
41.11540239967029,4.006261213001316,27.559169692479838,43.37641970152858
41.70960871839645,4.751947557643151,28.60455025897466,42.81180088807349
42.28835625521343,5.542529464861304,29.60290813297084,42.38374588967055
42.36813091313448,7.782233834634163,42.01708622922065,8.801741624206986
39.787607222529545,15.276618806989177,30.519957394600702,42.19182824775061
38.890799365194,20.352524740518323,31.42159984971576,42.0446552209012
39.024264308489364,22.43630119948163,36.115923413941736,30.882736461416286
34.693638145135665,35.01335281024095,32.339509388221096,41.8502391535217
39.25995986392252,24.223178402642905,37.36905686384661,29.714759464093202
35.23939316677145,35.8997519389302,33.26813175672213,41.624710768738026
39.688689005349985,25.44944536560263,38.33678020125335,29.375673620085795
35.81549432727244,36.69801948103152,34.180079166573904,41.447609980248174
39.88982544495187,27.336689528883955,39.39925741039276,28.76140255109056
36.420384433300946,37.412677854375175,35.09601709503489,41.25891988420604
36.832207494307035,38.688043639993616,36.05022424912656,40.959087886807005
