x1,y1,x2,y2,upper_intercept_x,upper_intercept_y,lower_intercept_x,lower_intercept_y
-2.859695974967952,-6.678440488434236,-10.470395137867168,15.42463480717594,-9.709626316459252,15.686588519716517,-2.0989271535600413,-6.4164867758936595
-1.5588777207480118,-7.984904213149015,-10.55621925331021,18.1452729358826,-9.795450431902294,18.407226648423176,-0.7981088993400886,-7.722950500608433
0.1359939468964498,-10.435782147516534,-11.314649992756998,22.819302538417748,-10.553881171349081,23.08125625095833,0.8967627683043656,-10.173828434975954
2.140775955664113,-13.786705065678303,-10.869686996106722,23.99842296245285,-10.108918174698799,24.26037667499343,2.9015447770720373,-13.524751353137722
3.502792930443371,-15.27090278034125,-10.215140969318425,24.56887007058488,-9.454372147910497,24.83082378312546,4.263561751851297,-15.008949067800668
4.381230209445917,-15.3506830823063,-9.534559730718543,25.063705433371123,-8.773790909310625,25.325659145911704,5.141999030853837,-15.088729369765721
5.163352094532367,-15.150743169572614,-8.859530543951394,25.574665125483367,-8.098761722543482,25.836618838023945,5.924120915940277,-14.888789457032036
5.960190208416632,-14.99354228859194,-8.240623638471515,26.248615757390077,-7.479854817063592,26.510569469930658,5.897546233009225,-14.811610973792893
6.658315054417141,-14.549657261252314,-7.563976719859475,26.75487721508125,-6.803207898451554,27.016830927621832,6.58507745184374,-14.336959819203743
7.345846273251671,-14.075006106663158,-6.93893393225973,27.411007951391333,-6.178165110851806,27.672961663931915,7.300435922237964,-13.943124871290069
8.061204743645886,-13.681171158749486,-6.419812052915249,28.374755341629665,-5.659043231507337,28.636709054170243,8.026229147215428,-13.57959465114295
8.786997968623348,-13.31764093860237,-5.9605449834496085,29.512333721799305,-5.199776162041681,29.77428743433989,9.547766790031263,-13.055687226061789
9.568409940021535,-13.115639286813032,-5.458146887047865,30.52465050437583,-4.697378065639954,30.78660421691641,10.329178761429452,-12.853685574272452
10.37630532463671,-12.990551051766454,-4.9476025680045685,31.513308938544743,-4.18683374659664,31.775262651085324,11.137074146044636,-12.728597339225873
11.143309868441277,-12.746707192040365,-4.415753200734368,32.44009301990372,-3.654984379326453,32.7020467324443,11.904078689849197,-12.484753479499785
11.99335517304332,-12.744031213112796,-3.872483250074678,33.333709318753506,-3.1117144286667524,33.595663031294094,12.754123994451241,-12.482077500572217
12.785739741621482,-12.573896297409872,-3.3077293211168186,34.164931614134034,-2.546960499708898,34.426885326674615,13.5465085630294,-12.311942584869293
13.553253273148936,-12.331530645365218,-2.712063169776005,34.90637829701683,-1.951294348368079,35.16833200955741,14.314022094556861,-12.069576932824635
14.325384853806344,-12.102576781837392,-2.1209010663800405,35.66090568493465,-1.3601322449721396,35.92285939747522,15.086153675214254,-11.840623069296813
15.09596982044723,-11.86913122505927,-1.5139787182600617,36.36966199869007,-0.7532098968521342,36.63161571123065,15.85673864185515,-11.607177512518689
15.869451938232936,-11.644099606150164,-0.8862884394950827,37.01810386235955,-0.12551961808716566,37.280057574900134,16.63022075964086,-11.382145893609582
16.633299942230735,-11.391088489181454,-0.2696519350102578,37.6986482175328,0.4911168863976725,37.96060193007338,17.394068763638654,-11.129134776640875
17.399109614073108,-11.143774469305344,0.3849193808477577,38.26902188087348,1.1456882022556687,38.530975593414055,17.394006589319343,-11.128954209306404
18.154775410727257,-10.867000496765824,1.0432897561517225,38.82836227444625,1.804058577559642,39.09031598698683,18.146339231224783,-10.842500052488717
