time_delta,timestamp_seconds,timestamp_raw,lat,lng,group,use,CounterClockwiseSequence,CounterClockwiseSegment
1033.2,1698862773.98259,1.69886277398259E+018,40.485662,-80.332768,Path 4 – Northwest Corner,,685,
1033.4,1698862774.18211,1.69886277418211E+018,40.485661,-80.332768,Path 4 – Northwest Corner,,686,
1033.6,1698862774.38137,1.69886277438137E+018,40.485660,-80.332768,Path 4 – Northwest Corner,,687,
1033.8,1698862774.5816,1.6988627745816E+018,40.485659,-80.332768,Path 4 – Northwest Corner,,688,
1034,1698862774.78196,1.69886277478196E+018,40.485657,-80.332768,Path 4 – Northwest Corner,,689,
1034.2,1698862774.9818,1.6988627749818E+018,40.485656,-80.332767,Path 4 – Northwest Corner,,690,
1034.4,1698862775.18148,1.69886277518148E+018,40.485655,-80.332767,Path 4 – Northwest Corner,,691,
1034.6,1698862775.38254,1.69886277538254E+018,40.485653,-80.332767,Path 4 – Northwest Corner,,692,
1034.8,1698862775.58256,1.69886277558256E+018,40.485652,-80.332767,Path 4 – Northwest Corner,,693,
1035,1698862775.78073,1.69886277578073E+018,40.485651,-80.332767,Path 4 – Northwest Corner,,694,
1035.21,1698862775.9865,1.6988627759865E+018,40.485650,-80.332766,Path 4 – Northwest Corner,,695,
1035.4,1698862776.18368,1.69886277618368E+018,40.485649,-80.332766,Path 4 – Northwest Corner,,696,
1035.6,1698862776.38153,1.69886277638153E+018,40.485647,-80.332766,Path 4 – Northwest Corner,,697,
1035.8,1698862776.5832,1.6988627765832E+018,40.485646,-80.332765,Path 4 – Northwest Corner,,698,
1036,1698862776.78151,1.69886277678151E+018,40.485645,-80.332765,Path 4 – Northwest Corner,,699,
1036.2,1698862776.98228,1.69886277698228E+018,40.485644,-80.332765,Path 4 – Northwest Corner,,700,
1036.4,1698862777.1815,1.6988627771815E+018,40.485642,-80.332764,Path 4 – Northwest Corner,,701,
1036.6,1698862777.38174,1.69886277738174E+018,40.485641,-80.332764,Path 4 – Northwest Corner,,702,
1036.8,1698862777.58513,1.69886277758513E+018,40.485640,-80.332763,Path 4 – Northwest Corner,,703,
1037,1698862777.78224,1.69886277778224E+018,40.485639,-80.332763,Path 4 – Northwest Corner,,704,
1037.2,1698862777.98098,1.69886277798098E+018,40.485638,-80.332763,Path 4 – Northwest Corner,,705,
1037.4,1698862778.18241,1.69886277818241E+018,40.485636,-80.332762,Path 4 – Northwest Corner,,706,
1037.6,1698862778.38217,1.69886277838217E+018,40.485635,-80.332762,Path 4 – Northwest Corner,,707,
1037.8,1698862778.5822,1.69886277858221E+018,40.485634,-80.332761,Path 4 – Northwest Corner,,708,
1038,1698862778.78104,1.69886277878104E+018,40.485633,-80.332761,Path 4 – Northwest Corner,,709,
1038.2,1698862778.98099,1.69886277898099E+018,40.485631,-80.332761,Path 4 – Northwest Corner,,710,
1038.4,1698862779.18075,1.69886277918075E+018,40.485630,-80.332760,Path 4 – Northwest Corner,,711,
1038.6,1698862779.38248,1.69886277938248E+018,40.485629,-80.332760,Path 4 – Northwest Corner,,712,
1038.8,1698862779.58194,1.69886277958194E+018,40.485628,-80.332759,Path 4 – Northwest Corner,,713,
1039,1698862779.78179,1.69886277978179E+018,40.485627,-80.332759,Path 4 – Northwest Corner,,714,
1039.2,1698862779.98101,1.69886277998101E+018,40.485626,-80.332759,Path 4 – Northwest Corner,,715,
1039.4,1698862780.1819,1.6988627801819E+018,40.485624,-80.332758,Path 4 – Northwest Corner,,716,
1039.6,1698862780.38302,1.69886278038302E+018,40.485623,-80.332758,Path 4 – Northwest Corner,,717,
1039.8,1698862780.58164,1.69886278058163E+018,40.485622,-80.332757,Path 4 – Northwest Corner,,718,
1040,1698862780.78244,1.69886278078244E+018,40.485621,-80.332757,Path 4 – Northwest Corner,,719,
1040.2,1698862780.98141,1.69886278098141E+018,40.485620,-80.332756,Path 4 – Northwest Corner,,720,
1040.4,1698862781.1809,1.6988627811809E+018,40.485619,-80.332756,Path 4 – Northwest Corner,,721,
1040.6,1698862781.38239,1.69886278138239E+018,40.485618,-80.332755,Path 4 – Northwest Corner,,722,
1040.8,1698862781.58042,1.69886278158042E+018,40.485616,-80.332754,Path 4 – Northwest Corner,,723,
1041,1698862781.78356,1.69886278178356E+018,40.485615,-80.332754,Path 4 – Northwest Corner,,724,
1041.2,1698862781.98045,1.69886278198045E+018,40.485614,-80.332754,Path 4 – Northwest Corner,,725,
1041.4,1698862782.18197,1.69886278218197E+018,40.485613,-80.332753,Path 4 – Northwest Corner,,726,
1041.6,1698862782.38174,1.69886278238174E+018,40.485612,-80.332753,Path 4 – Northwest Corner,,727,
1041.8,1698862782.58056,1.69886278258056E+018,40.485611,-80.332752,Path 4 – Northwest Corner,,728,
1042,1698862782.78128,1.69886278278128E+018,40.485609,-80.332752,Path 4 – Northwest Corner,,729,
1042.2,1698862782.98254,1.69886278298254E+018,40.485608,-80.332751,Path 4 – Northwest Corner,,730,
1042.4,1698862783.18132,1.69886278318132E+018,40.485607,-80.332751,Path 4 – Northwest Corner,,731,
1042.6,1698862783.38357,1.69886278338357E+018,40.485606,-80.332751,Path 4 – Northwest Corner,,732,
1042.8,1698862783.5813,1.6988627835813E+018,40.485605,-80.332750,Path 4 – Northwest Corner,,733,
1043,1698862783.78257,1.69886278378257E+018,40.485603,-80.332750,Path 4 – Northwest Corner,,734,
1043.2,1698862783.98208,1.69886278398208E+018,40.485602,-80.332750,Path 4 – Northwest Corner,,735,
1043.4,1698862784.18393,1.69886278418393E+018,40.485601,-80.332750,Disregard – will use Red path,,736,
1043.6,1698862784.38046,1.69886278438046E+018,40.485600,-80.332750,Disregard – will use Red path,,737,
1043.8,1698862784.58095,1.69886278458095E+018,40.485599,-80.332751,Disregard – will use Red path,,738,
295.199794530869,1698865012.0685,1.6988650120685E+018,40.485572,-80.332740,run2 moving left,,743,
294.999115943909,1698865011.86782,1.69886501186782E+018,40.485573,-80.332739,run2 moving left,,744,
294.79783987999,1698865011.66654,1.69886501166654E+018,40.485574,-80.332738,run2 moving left,,745,
294.600412130356,1698865011.46912,1.69886501146912E+018,40.485576,-80.332736,run2 moving left,,746,
294.400704145432,1698865011.26941,1.69886501126941E+018,40.485577,-80.332735,run2 moving left,,747,
294.198777914047,1698865011.06748,1.69886501106748E+018,40.485578,-80.332734,run2 moving left,,748,
294.001034975052,1698865010.86974,1.69886501086974E+018,40.485579,-80.332732,run2 moving left,,749,
293.796738862991,1698865010.66544,1.69886501066544E+018,40.485580,-80.332731,run2 moving left,,750,
293.598511695862,1698865010.46722,1.69886501046722E+018,40.485581,-80.332730,run2 moving left,,751,
293.398340940475,1698865010.26704,1.69886501026704E+018,40.485582,-80.332728,run2 moving left,,752,
293.197817564011,1698865010.06652,1.69886501006652E+018,40.485584,-80.332727,run2 moving left,,753,
292.997461080551,1698865009.86616,1.69886500986616E+018,40.485585,-80.332725,run2 moving left,,754,
292.796622753143,1698865009.66533,1.69886500966533E+018,40.485586,-80.332724,run2 moving left,,755,
292.598231554031,1698865009.46694,1.69886500946694E+018,40.485587,-80.332722,run2 moving left,,756,
292.39778804779,1698865009.26649,1.69886500926649E+018,40.485588,-80.332720,run2 moving left,,757,
292.198665857315,1698865009.06737,1.69886500906737E+018,40.485589,-80.332719,run2 moving left,,758,
291.997579336166,1698865008.86628,1.69886500886628E+018,40.485590,-80.332717,run2 moving left,,759,
291.79734992981,1698865008.66605,1.69886500866605E+018,40.485591,-80.332716,run2 moving left,,760,
291.598235368729,1698865008.46694,1.69886500846694E+018,40.485592,-80.332714,run2 moving left,,761,
291.398050546646,1698865008.26675,1.69886500826675E+018,40.485593,-80.332712,run2 moving left,,762,
291.197038888931,1698865008.06574,1.69886500806574E+018,40.485594,-80.332711,run2 moving left,,763,
290.997402429581,1698865007.86611,1.69886500786611E+018,40.485595,-80.332709,run2 moving left,,764,
290.79803609848,1698865007.66674,1.69886500766674E+018,40.485596,-80.332707,run2 moving left,,765,
290.597909212112,1698865007.46661,1.69886500746661E+018,40.485597,-80.332706,run2 moving left,,766,
290.403825044632,1698865007.27253,1.69886500727253E+018,40.485598,-80.332704,run2 moving left,,767,
290.199303388596,1698865007.06801,1.69886500706801E+018,40.485600,-80.332702,run2 moving left,,768,
289.998039484024,1698865006.86674,1.69886500686674E+018,40.485600,-80.332701,run2 moving left,,769,
289.801946401596,1698865006.67065,1.69886500667065E+018,40.485601,-80.332699,run2 moving left,,770,
289.598711967468,1698865006.46742,1.69886500646742E+018,40.485602,-80.332697,run2 moving left,,771,
289.398237705231,1698865006.26694,1.69886500626694E+018,40.485603,-80.332696,run2 moving left,,772,
289.198224782944,1698865006.06693,1.69886500606693E+018,40.485604,-80.332694,run2 moving left,,773,
288.998604536056,1698865005.86731,1.69886500586731E+018,40.485605,-80.332693,run2 moving left,,774,
288.806464910507,1698865005.67517,1.69886500567517E+018,40.485606,-80.332691,run2 moving left,,775,
288.602513074875,1698865005.47122,1.69886500547122E+018,40.485607,-80.332690,run2 moving left,,776,
288.398806333542,1698865005.26751,1.69886500526751E+018,40.485608,-80.332688,run2 moving left,,777,
288.197461366653,1698865005.06617,1.69886500506616E+018,40.485609,-80.332686,run2 moving left,,778,
288.000205039978,1698865004.86891,1.69886500486891E+018,40.485609,-80.332685,run2 moving left,,779,
287.798110485077,1698865004.66681,1.69886500466681E+018,40.485610,-80.332683,run2 moving left,,780,
287.60227394104,1698865004.47098,1.69886500447098E+018,40.485611,-80.332681,run2 moving left,,781,
287.40073132515,1698865004.26943,1.69886500426943E+018,40.485612,-80.332679,run2 moving left,,782,
287.200618743896,1698865004.06932,1.69886500406932E+018,40.485613,-80.332678,run2 moving left,,783,
287.001024723053,1698865003.86973,1.69886500386973E+018,40.485614,-80.332676,run2 moving left,,784,
286.797606229782,1698865003.66631,1.69886500366631E+018,40.485615,-80.332674,run2 moving left,,785,
286.59973192215,1698865003.46844,1.69886500346844E+018,40.485615,-80.332673,run2 moving left,,786,
286.399430990219,1698865003.26813,1.69886500326813E+018,40.485616,-80.332671,run2 moving left,,787,
286.199749708176,1698865003.06845,1.69886500306845E+018,40.485617,-80.332669,run2 moving left,,788,
285.997497320175,1698865002.8662,1.6988650028662E+018,40.485618,-80.332668,run2 moving left,,789,
285.797834396362,1698865002.66654,1.69886500266654E+018,40.485618,-80.332666,run2 moving left,,790,
285.599016904831,1698865002.46772,1.69886500246772E+018,40.485619,-80.332664,run2 moving left,,791,
285.399400949478,1698865002.2681,1.6988650022681E+018,40.485620,-80.332662,run2 moving left,,792,
285.199395418167,1698865002.0681,1.6988650020681E+018,40.485620,-80.332660,run2 moving left,,793,
285.017115354538,1698865001.88582,1.69886500188582E+018,40.485621,-80.332659,run2 moving left,,794,
284.801492929459,1698865001.6702,1.6988650016702E+018,40.485622,-80.332657,run2 moving left,,795,
284.599549293518,1698865001.46825,1.69886500146825E+018,40.485623,-80.332655,run2 moving left,,796,
