time_delta,timestamp_seconds,timestamp_raw,lat,lng,group,use,CounterClockwiseSequence,CounterClockwiseSegment
897.6,1698862638.38195,1.69886263838195E+018,40.485636,-80.332658,Path 4 – Northwest Corner,,7,
897.8,1698862638.58294,1.69886263858294E+018,40.485636,-80.332658,Path 4 – Northwest Corner,,8,
898,1698862638.78234,1.69886263878234E+018,40.485636,-80.332659,Path 4 – Northwest Corner,,9,
898.2,1698862638.9828,1.6988626389828E+018,40.485636,-80.332660,Path 4 – Northwest Corner,,10,
898.4,1698862639.18195,1.69886263918195E+018,40.485637,-80.332661,Path 4 – Northwest Corner,,11,
898.6,1698862639.38202,1.69886263938202E+018,40.485637,-80.332662,Path 4 – Northwest Corner,,12,
898.8,1698862639.58208,1.69886263958208E+018,40.485638,-80.332663,Path 4 – Northwest Corner,,13,
899,1698862639.78504,1.69886263978504E+018,40.485638,-80.332665,Path 4 – Northwest Corner,,14,
899.2,1698862639.98232,1.69886263998232E+018,40.485639,-80.332666,Path 4 – Northwest Corner,,15,
899.4,1698862640.18201,1.69886264018201E+018,40.485639,-80.332667,Path 4 – Northwest Corner,,16,
899.6,1698862640.38243,1.69886264038243E+018,40.485640,-80.332669,Path 4 – Northwest Corner,,17,
899.8,1698862640.58302,1.69886264058301E+018,40.485640,-80.332670,Path 4 – Northwest Corner,,18,
900,1698862640.78206,1.69886264078206E+018,40.485641,-80.332670,Path 4 – Northwest Corner,,19,
900.2,1698862640.98237,1.69886264098237E+018,40.485642,-80.332671,Path 4 – Northwest Corner,,20,
900.4,1698862641.18263,1.69886264118263E+018,40.485642,-80.332672,Path 4 – Northwest Corner,,21,
900.6,1698862641.38241,1.69886264138241E+018,40.485643,-80.332672,Path 4 – Northwest Corner,,22,
900.8,1698862641.58228,1.69886264158228E+018,40.485644,-80.332673,Path 4 – Northwest Corner,,23,
901,1698862641.7824,1.6988626417824E+018,40.485644,-80.332673,Path 4 – Northwest Corner,,24,
901.2,1698862641.98173,1.69886264198173E+018,40.485645,-80.332673,Path 4 – Northwest Corner,,25,
901.4,1698862642.18206,1.69886264218206E+018,40.485646,-80.332674,Path 4 – Northwest Corner,,26,
901.6,1698862642.38302,1.69886264238302E+018,40.485647,-80.332674,Path 4 – Northwest Corner,,27,
901.8,1698862642.58207,1.69886264258207E+018,40.485648,-80.332675,Path 4 – Northwest Corner,,28,
902,1698862642.78228,1.69886264278228E+018,40.485648,-80.332675,Path 4 – Northwest Corner,,29,
902.2,1698862642.98189,1.69886264298189E+018,40.485649,-80.332676,Path 4 – Northwest Corner,,30,
902.4,1698862643.18151,1.69886264318151E+018,40.485650,-80.332677,Path 4 – Northwest Corner,,31,
902.61,1698862643.38633,1.69886264338633E+018,40.485651,-80.332678,Path 4 – Northwest Corner,,32,
902.8,1698862643.58244,1.69886264358244E+018,40.485652,-80.332679,Path 4 – Northwest Corner,,33,
903,1698862643.78284,1.69886264378284E+018,40.485653,-80.332679,Path 4 – Northwest Corner,,34,
903.2,1698862643.98193,1.69886264398193E+018,40.485654,-80.332680,Path 4 – Northwest Corner,,35,
903.4,1698862644.18393,1.69886264418393E+018,40.485655,-80.332680,Path 4 – Northwest Corner,,36,
903.6,1698862644.3825,1.6988626443825E+018,40.485655,-80.332680,Path 4 – Northwest Corner,,37,
903.8,1698862644.58315,1.69886264458315E+018,40.485655,-80.332680,Path 4 – Northwest Corner,,38,
904,1698862644.78205,1.69886264478205E+018,40.485655,-80.332680,Path 4 – Northwest Corner,,39,
904.2,1698862644.98213,1.69886264498213E+018,40.485655,-80.332680,Path 4 – Northwest Corner,,40,
904.4,1698862645.1827,1.6988626451827E+018,40.485656,-80.332680,Path 4 – Northwest Corner,,41,
904.6,1698862645.38229,1.69886264538229E+018,40.485656,-80.332680,Path 4 – Northwest Corner,,42,
904.8,1698862645.58108,1.69886264558108E+018,40.485656,-80.332681,Path 4 – Northwest Corner,,43,
905,1698862645.78186,1.69886264578186E+018,40.485657,-80.332681,Path 4 – Northwest Corner,,44,
905.2,1698862645.98154,1.69886264598154E+018,40.485658,-80.332682,Path 4 – Northwest Corner,,45,
905.4,1698862646.1808,1.6988626461808E+018,40.485659,-80.332682,Path 4 – Northwest Corner,,46,
905.6,1698862646.3815,1.6988626463815E+018,40.485659,-80.332683,Path 4 – Northwest Corner,,47,
905.8,1698862646.58123,1.69886264658123E+018,40.485660,-80.332683,Path 4 – Northwest Corner,,48,
906,1698862646.78288,1.69886264678288E+018,40.485661,-80.332684,Path 4 – Northwest Corner,,49,
906.2,1698862646.9822,1.6988626469822E+018,40.485662,-80.332684,Path 4 – Northwest Corner,,50,
906.4,1698862647.18293,1.69886264718293E+018,40.485663,-80.332685,Path 4 – Northwest Corner,,51,
906.6,1698862647.38248,1.69886264738248E+018,40.485664,-80.332685,Path 4 – Northwest Corner,,52,
906.8,1698862647.58387,1.69886264758387E+018,40.485665,-80.332685,Path 4 – Northwest Corner,,53,
907,1698862647.78214,1.69886264778214E+018,40.485666,-80.332685,Path 4 – Northwest Corner,,54,
907.2,1698862647.98215,1.69886264798215E+018,40.485666,-80.332685,Path 4 – Northwest Corner,,55,
907.4,1698862648.18203,1.69886264818203E+018,40.485667,-80.332685,Path 4 – Northwest Corner,,56,
907.6,1698862648.38163,1.69886264838163E+018,40.485668,-80.332685,Path 4 – Northwest Corner,,57,
907.8,1698862648.58136,1.69886264858136E+018,40.485669,-80.332686,Path 4 – Northwest Corner,,58,
908,1698862648.78166,1.69886264878166E+018,40.485670,-80.332686,Path 4 – Northwest Corner,,59,
908.2,1698862648.98129,1.69886264898129E+018,40.485671,-80.332686,Path 4 – Northwest Corner,,60,
908.4,1698862649.18253,1.69886264918253E+018,40.485672,-80.332687,Path 4 – Northwest Corner,,61,
908.6,1698862649.38168,1.69886264938168E+018,40.485673,-80.332687,Path 4 – Northwest Corner,,62,
908.8,1698862649.58236,1.69886264958236E+018,40.485673,-80.332687,Path 4 – Northwest Corner,,63,
909,1698862649.78285,1.69886264978285E+018,40.485674,-80.332688,Path 4 – Northwest Corner,,64,
909.2,1698862649.98349,1.69886264998349E+018,40.485675,-80.332688,Path 4 – Northwest Corner,,65,
909.4,1698862650.18246,1.69886265018246E+018,40.485676,-80.332688,Path 4 – Northwest Corner,,66,
909.6,1698862650.38323,1.69886265038323E+018,40.485677,-80.332689,Path 4 – Northwest Corner,,67,
909.8,1698862650.58364,1.69886265058364E+018,40.485678,-80.332689,Path 4 – Northwest Corner,,68,
910,1698862650.78238,1.69886265078238E+018,40.485679,-80.332689,Path 4 – Northwest Corner,,69,
910.2,1698862650.98179,1.69886265098179E+018,40.485680,-80.332689,Path 4 – Northwest Corner,,70,
910.4,1698862651.18255,1.69886265118255E+018,40.485680,-80.332689,Path 4 – Northwest Corner,,71,
910.6,1698862651.38218,1.69886265138218E+018,40.485681,-80.332689,Path 4 – Northwest Corner,,72,
910.8,1698862651.58212,1.69886265158212E+018,40.485682,-80.332690,Path 4 – Northwest Corner,,73,
911.01,1698862651.78576,1.69886265178576E+018,40.485683,-80.332690,Path 4 – Northwest Corner,,74,
911.2,1698862651.98363,1.69886265198363E+018,40.485684,-80.332690,Path 4 – Northwest Corner,,75,
911.4,1698862652.18213,1.69886265218213E+018,40.485685,-80.332690,Path 4 – Northwest Corner,,76,
911.6,1698862652.38231,1.69886265238231E+018,40.485686,-80.332691,Path 4 – Northwest Corner,,77,
911.8,1698862652.5821,1.6988626525821E+018,40.485687,-80.332691,Path 4 – Northwest Corner,,78,
912,1698862652.78212,1.69886265278212E+018,40.485688,-80.332691,Path 4 – Northwest Corner,,79,
912.2,1698862652.98204,1.69886265298204E+018,40.485688,-80.332692,Path 4 – Northwest Corner,,80,
912.4,1698862653.18189,1.69886265318189E+018,40.485689,-80.332692,Path 4 – Northwest Corner,,81,
912.6,1698862653.38183,1.69886265338183E+018,40.485690,-80.332693,Path 4 – Northwest Corner,,82,
912.8,1698862653.58279,1.69886265358279E+018,40.485691,-80.332693,Path 4 – Northwest Corner,,83,
913,1698862653.78252,1.69886265378252E+018,40.485692,-80.332693,Path 4 – Northwest Corner,,84,
913.2,1698862653.9833,1.6988626539833E+018,40.485693,-80.332694,Path 4 – Northwest Corner,,85,
913.4,1698862654.18176,1.69886265418176E+018,40.485694,-80.332694,Path 4 – Northwest Corner,,86,
913.6,1698862654.38342,1.69886265438342E+018,40.485695,-80.332695,Path 4 – Northwest Corner,,87,
913.8,1698862654.58378,1.69886265458378E+018,40.485695,-80.332695,Path 4 – Northwest Corner,,88,
914,1698862654.78223,1.69886265478223E+018,40.485696,-80.332696,Path 4 – Northwest Corner,,89,
914.2,1698862654.98342,1.69886265498342E+018,40.485697,-80.332696,Path 4 – Northwest Corner,,90,
914.4,1698862655.18153,1.69886265518153E+018,40.485698,-80.332697,Path 4 – Northwest Corner,,91,
914.6,1698862655.38153,1.69886265538153E+018,40.485699,-80.332697,Path 4 – Northwest Corner,,92,
914.8,1698862655.58315,1.69886265558315E+018,40.485700,-80.332698,Path 4 – Northwest Corner,,93,
915,1698862655.78165,1.69886265578165E+018,40.485701,-80.332698,Path 4 – Northwest Corner,,94,
915.2,1698862655.98394,1.69886265598394E+018,40.485701,-80.332699,Path 4 – Northwest Corner,,95,
915.4,1698862656.18132,1.69886265618132E+018,40.485702,-80.332699,Path 4 – Northwest Corner,,96,
915.6,1698862656.38166,1.69886265638166E+018,40.485703,-80.332699,Path 4 – Northwest Corner,,97,
915.8,1698862656.58198,1.69886265658198E+018,40.485704,-80.332700,Path 4 – Northwest Corner,,98,
916,1698862656.78204,1.69886265678204E+018,40.485705,-80.332700,Path 4 – Northwest Corner,,99,
916.2,1698862656.98212,1.69886265698212E+018,40.485706,-80.332701,Path 4 – Northwest Corner,,100,
916.4,1698862657.18204,1.69886265718204E+018,40.485706,-80.332701,Path 4 – Northwest Corner,,101,
916.6,1698862657.3814,1.6988626573814E+018,40.485707,-80.332702,Path 4 – Northwest Corner,,102,
916.8,1698862657.58331,1.69886265758331E+018,40.485708,-80.332703,Path 4 – Northwest Corner,,103,
917,1698862657.78173,1.69886265778173E+018,40.485709,-80.332703,Path 4 – Northwest Corner,,104,
917.2,1698862657.98257,1.69886265798257E+018,40.485710,-80.332704,Path 4 – Northwest Corner,,105,
917.4,1698862658.18208,1.69886265818208E+018,40.485711,-80.332704,Path 4 – Northwest Corner,,106,
917.6,1698862658.38248,1.69886265838248E+018,40.485711,-80.332705,Path 4 – Northwest Corner,,107,
917.8,1698862658.58222,1.69886265858222E+018,40.485712,-80.332706,Path 4 – Northwest Corner,,108,
918,1698862658.78313,1.69886265878313E+018,40.485713,-80.332706,Path 4 – Northwest Corner,,109,
918.2,1698862658.98207,1.69886265898207E+018,40.485714,-80.332707,Path 4 – Northwest Corner,,110,
918.4,1698862659.18261,1.69886265918261E+018,40.485715,-80.332708,Path 4 – Northwest Corner,,111,
918.6,1698862659.38182,1.69886265938182E+018,40.485716,-80.332708,Path 4 – Northwest Corner,,112,
918.8,1698862659.58211,1.69886265958211E+018,40.485717,-80.332709,Path 4 – Northwest Corner,,113,
919,1698862659.78393,1.69886265978393E+018,40.485717,-80.332709,Path 4 – Northwest Corner,,114,
919.2,1698862659.98285,1.69886265998285E+018,40.485718,-80.332710,Path 4 – Northwest Corner,,115,
919.4,1698862660.18281,1.69886266018281E+018,40.485719,-80.332710,Path 4 – Northwest Corner,,116,
919.61,1698862660.38668,1.69886266038668E+018,40.485720,-80.332711,Path 4 – Northwest Corner,,117,
919.8,1698862660.58239,1.69886266058239E+018,40.485721,-80.332712,Path 4 – Northwest Corner,,118,
920.01,1698862660.78646,1.69886266078646E+018,40.485721,-80.332713,Path 4 – Northwest Corner,,119,
920.2,1698862660.9824,1.6988626609824E+018,40.485722,-80.332713,Path 4 – Northwest Corner,,120,
920.4,1698862661.18197,1.69886266118197E+018,40.485723,-80.332714,Path 4 – Northwest Corner,,121,
920.6,1698862661.38135,1.69886266138135E+018,40.485724,-80.332715,Path 4 – Northwest Corner,,122,
920.8,1698862661.5813,1.6988626615813E+018,40.485725,-80.332716,Path 4 – Northwest Corner,,123,
921,1698862661.78177,1.69886266178177E+018,40.485725,-80.332716,Path 4 – Northwest Corner,,124,
921.2,1698862661.98198,1.69886266198198E+018,40.485726,-80.332717,Path 4 – Northwest Corner,,125,
921.4,1698862662.18206,1.69886266218206E+018,40.485727,-80.332718,Path 4 – Northwest Corner,,126,
921.6,1698862662.382,1.698862662382E+018,40.485728,-80.332718,Path 4 – Northwest Corner,,127,
921.8,1698862662.58277,1.69886266258277E+018,40.485728,-80.332719,Path 4 – Northwest Corner,,128,
922,1698862662.78284,1.69886266278284E+018,40.485729,-80.332720,Path 4 – Northwest Corner,,129,
922.2,1698862662.98275,1.69886266298275E+018,40.485730,-80.332721,Path 4 – Northwest Corner,,130,
922.4,1698862663.18294,1.69886266318294E+018,40.485731,-80.332721,Path 4 – Northwest Corner,,131,
922.6,1698862663.38232,1.69886266338232E+018,40.485731,-80.332722,Path 4 – Northwest Corner,,132,
922.8,1698862663.5834,1.6988626635834E+018,40.485732,-80.332723,Path 4 – Northwest Corner,,133,
923,1698862663.78142,1.69886266378142E+018,40.485733,-80.332724,Path 4 – Northwest Corner,,134,
923.2,1698862663.984,1.698862663984E+018,40.485734,-80.332724,Path 4 – Northwest Corner,,135,
923.4,1698862664.18143,1.69886266418143E+018,40.485735,-80.332725,Path 4 – Northwest Corner,,136,
923.6,1698862664.38158,1.69886266438158E+018,40.485735,-80.332726,Path 4 – Northwest Corner,,137,
923.8,1698862664.58195,1.69886266458195E+018,40.485736,-80.332727,Path 4 – Northwest Corner,,138,
924,1698862664.78324,1.69886266478324E+018,40.485737,-80.332728,Path 4 – Northwest Corner,,139,
924.2,1698862664.98342,1.69886266498342E+018,40.485738,-80.332728,Path 4 – Northwest Corner,,140,
924.4,1698862665.18388,1.69886266518388E+018,40.485738,-80.332729,Path 4 – Northwest Corner,,141,
924.6,1698862665.38271,1.69886266538271E+018,40.485739,-80.332730,Path 4 – Northwest Corner,,142,
924.8,1698862665.58183,1.69886266558183E+018,40.485740,-80.332731,Path 4 – Northwest Corner,,143,
925,1698862665.78218,1.69886266578218E+018,40.485740,-80.332732,Path 4 – Northwest Corner,,144,
925.2,1698862665.98266,1.69886266598266E+018,40.485741,-80.332733,Path 4 – Northwest Corner,,145,
925.4,1698862666.18139,1.69886266618139E+018,40.485742,-80.332733,Path 4 – Northwest Corner,,146,
925.6,1698862666.38352,1.69886266638352E+018,40.485743,-80.332734,Path 4 – Northwest Corner,,147,
925.8,1698862666.5815,1.6988626665815E+018,40.485743,-80.332735,Path 4 – Northwest Corner,,148,
926,1698862666.78242,1.69886266678242E+018,40.485744,-80.332735,Path 4 – Northwest Corner,,149,
926.2,1698862666.98368,1.69886266698368E+018,40.485745,-80.332736,Path 4 – Northwest Corner,,150,
926.4,1698862667.18349,1.69886266718349E+018,40.485746,-80.332737,Path 4 – Northwest Corner,,151,
926.6,1698862667.38211,1.69886266738211E+018,40.485747,-80.332737,Path 4 – Northwest Corner,,152,
926.8,1698862667.58213,1.69886266758213E+018,40.485748,-80.332738,Path 4 – Northwest Corner,,153,
927,1698862667.7831,1.6988626677831E+018,40.485749,-80.332738,Path 4 – Northwest Corner,,154,
927.2,1698862667.98313,1.69886266798313E+018,40.485749,-80.332738,Path 4 – Northwest Corner,,155,
927.4,1698862668.18284,1.69886266818284E+018,40.485750,-80.332739,Path 4 – Northwest Corner,,156,
927.6,1698862668.38189,1.69886266838189E+018,40.485751,-80.332740,Path 4 – Northwest Corner,,157,
927.8,1698862668.58241,1.69886266858241E+018,40.485752,-80.332740,Path 4 – Northwest Corner,,158,
928,1698862668.78332,1.69886266878332E+018,40.485752,-80.332741,Path 4 – Northwest Corner,,159,
928.2,1698862668.98233,1.69886266898233E+018,40.485753,-80.332741,Path 4 – Northwest Corner,,160,
928.4,1698862669.1821,1.6988626691821E+018,40.485754,-80.332742,Path 4 – Northwest Corner,,161,
928.6,1698862669.38157,1.69886266938157E+018,40.485755,-80.332743,Path 4 – Northwest Corner,,162,
928.8,1698862669.58295,1.69886266958295E+018,40.485756,-80.332744,Path 4 – Northwest Corner,,163,
929,1698862669.78186,1.69886266978186E+018,40.485756,-80.332744,Path 4 – Northwest Corner,,164,
929.2,1698862669.98316,1.69886266998316E+018,40.485757,-80.332745,Path 4 – Northwest Corner,,165,
929.4,1698862670.18325,1.69886267018325E+018,40.485758,-80.332745,Path 4 – Northwest Corner,,166,
929.6,1698862670.38361,1.69886267038361E+018,40.485759,-80.332746,Path 4 – Northwest Corner,,167,
929.8,1698862670.58258,1.69886267058258E+018,40.485760,-80.332746,Path 4 – Northwest Corner,,168,
930,1698862670.78215,1.69886267078215E+018,40.485760,-80.332747,Path 4 – Northwest Corner,,169,
930.2,1698862670.9827,1.6988626709827E+018,40.485761,-80.332747,Path 4 – Northwest Corner,,170,
930.4,1698862671.1827,1.6988626711827E+018,40.485762,-80.332747,Path 4 – Northwest Corner,,171,
930.6,1698862671.38242,1.69886267138242E+018,40.485763,-80.332748,Path 4 – Northwest Corner,,172,
930.8,1698862671.58423,1.69886267158423E+018,40.485764,-80.332748,Path 4 – Northwest Corner,,173,
931,1698862671.78334,1.69886267178333E+018,40.485765,-80.332749,Path 4 – Northwest Corner,,174,
931.2,1698862671.98414,1.69886267198414E+018,40.485766,-80.332749,Path 4 – Northwest Corner,,175,
931.4,1698862672.1817,1.6988626721817E+018,40.485766,-80.332750,Path 4 – Northwest Corner,,176,
931.6,1698862672.38228,1.69886267238228E+018,40.485767,-80.332750,Path 4 – Northwest Corner,,177,
931.8,1698862672.58215,1.69886267258215E+018,40.485768,-80.332751,Path 4 – Northwest Corner,,178,
932,1698862672.78172,1.69886267278172E+018,40.485769,-80.332751,Path 4 – Northwest Corner,,179,
932.2,1698862672.98501,1.69886267298501E+018,40.485770,-80.332752,Path 4 – Northwest Corner,,180,
932.4,1698862673.1842,1.6988626731842E+018,40.485770,-80.332753,Path 4 – Northwest Corner,,181,
932.6,1698862673.3829,1.6988626733829E+018,40.485771,-80.332754,Path 4 – Northwest Corner,,182,
932.8,1698862673.58244,1.69886267358244E+018,40.485772,-80.332754,Path 4 – Northwest Corner,,183,
933,1698862673.78247,1.69886267378247E+018,40.485773,-80.332755,Path 4 – Northwest Corner,,184,
933.2,1698862673.98293,1.69886267398293E+018,40.485773,-80.332755,Path 4 – Northwest Corner,,185,
933.4,1698862674.18285,1.69886267418285E+018,40.485774,-80.332756,Path 4 – Northwest Corner,,186,
933.6,1698862674.38443,1.69886267438443E+018,40.485775,-80.332757,Path 4 – Northwest Corner,,187,
933.8,1698862674.58237,1.69886267458237E+018,40.485776,-80.332757,Path 4 – Northwest Corner,,188,
934,1698862674.78184,1.69886267478184E+018,40.485776,-80.332758,Path 4 – Northwest Corner,,189,
934.2,1698862674.98197,1.69886267498197E+018,40.485777,-80.332758,Path 4 – Northwest Corner,,190,
934.4,1698862675.18232,1.69886267518232E+018,40.485778,-80.332758,Path 4 – Northwest Corner,,191,
934.6,1698862675.38247,1.69886267538247E+018,40.485779,-80.332759,Path 4 – Northwest Corner,,192,
934.8,1698862675.58469,1.69886267558469E+018,40.485780,-80.332759,Path 4 – Northwest Corner,,193,
935,1698862675.78404,1.69886267578404E+018,40.485781,-80.332759,Path 4 – Northwest Corner,,194,
935.2,1698862675.98222,1.69886267598222E+018,40.485782,-80.332760,Path 4 – Northwest Corner,,195,
935.4,1698862676.1819,1.6988626761819E+018,40.485783,-80.332760,Path 4 – Northwest Corner,,196,
935.6,1698862676.38271,1.69886267638271E+018,40.485784,-80.332761,Path 4 – Northwest Corner,,197,
935.8,1698862676.58143,1.69886267658143E+018,40.485784,-80.332761,Path 4 – Northwest Corner,,198,
936,1698862676.78073,1.69886267678072E+018,40.485785,-80.332761,Path 4 – Northwest Corner,,199,
936.2,1698862676.98356,1.69886267698356E+018,40.485786,-80.332762,Path 4 – Northwest Corner,,200,
936.4,1698862677.18078,1.69886267718078E+018,40.485787,-80.332762,Path 4 – Northwest Corner,,201,
936.6,1698862677.38218,1.69886267738218E+018,40.485788,-80.332763,Path 4 – Northwest Corner,,202,
936.8,1698862677.58151,1.69886267758151E+018,40.485789,-80.332763,Path 4 – Northwest Corner,,203,
937,1698862677.78199,1.69886267778199E+018,40.485789,-80.332764,Path 4 – Northwest Corner,,204,
937.2,1698862677.98151,1.69886267798151E+018,40.485790,-80.332764,Path 4 – Northwest Corner,,205,
937.4,1698862678.18093,1.69886267818093E+018,40.485791,-80.332764,Path 4 – Northwest Corner,,206,
937.6,1698862678.38237,1.69886267838237E+018,40.485792,-80.332765,Path 4 – Northwest Corner,,207,
937.8,1698862678.58198,1.69886267858198E+018,40.485793,-80.332765,Path 4 – Northwest Corner,,208,
938,1698862678.78206,1.69886267878206E+018,40.485794,-80.332765,Path 4 – Northwest Corner,,209,
938.2,1698862678.9818,1.6988626789818E+018,40.485795,-80.332765,Path 4 – Northwest Corner,,210,
938.4,1698862679.18154,1.69886267918154E+018,40.485796,-80.332766,Path 4 – Northwest Corner,,211,
938.6,1698862679.3817,1.6988626793817E+018,40.485796,-80.332765,Path 4 – Northwest Corner,,212,
938.8,1698862679.58377,1.69886267958377E+018,40.485797,-80.332766,Path 4 – Northwest Corner,,213,
939,1698862679.78362,1.69886267978362E+018,40.485798,-80.332766,Path 4 – Northwest Corner,,214,
939.2,1698862679.9816,1.6988626799816E+018,40.485799,-80.332766,Path 4 – Northwest Corner,,215,
939.4,1698862680.18123,1.69886268018123E+018,40.485800,-80.332766,Path 4 – Northwest Corner,,216,
939.6,1698862680.38146,1.69886268038147E+018,40.485801,-80.332766,Path 4 – Northwest Corner,,217,
939.8,1698862680.58128,1.69886268058128E+018,40.485802,-80.332766,Path 4 – Northwest Corner,,218,
940,1698862680.78171,1.69886268078171E+018,40.485803,-80.332766,Path 4 – Northwest Corner,,219,
940.2,1698862680.98192,1.69886268098192E+018,40.485803,-80.332766,Path 4 – Northwest Corner,,220,
940.4,1698862681.18167,1.69886268118167E+018,40.485804,-80.332765,Path 4 – Northwest Corner,,221,
940.6,1698862681.38208,1.69886268138208E+018,40.485805,-80.332765,Path 4 – Northwest Corner,,222,
940.8,1698862681.58354,1.69886268158354E+018,40.485806,-80.332765,Path 4 – Northwest Corner,,223,
941,1698862681.78316,1.69886268178316E+018,40.485807,-80.332765,Path 4 – Northwest Corner,,224,
941.2,1698862681.98332,1.69886268198332E+018,40.485808,-80.332765,Path 4 – Northwest Corner,,225,
941.4,1698862682.18229,1.69886268218229E+018,40.485809,-80.332765,Path 4 – Northwest Corner,,226,
941.6,1698862682.38134,1.69886268238134E+018,40.485810,-80.332765,Path 4 – Northwest Corner,,227,
941.8,1698862682.58137,1.69886268258137E+018,40.485810,-80.332765,Path 4 – Northwest Corner,,228,
942,1698862682.78203,1.69886268278203E+018,40.485811,-80.332764,Path 4 – Northwest Corner,,229,
942.2,1698862682.98486,1.69886268298486E+018,40.485812,-80.332764,Path 4 – Northwest Corner,,230,
942.4,1698862683.18056,1.69886268318056E+018,40.485813,-80.332764,Path 4 – Northwest Corner,,231,
942.6,1698862683.38249,1.69886268338249E+018,40.485814,-80.332764,Path 4 – Northwest Corner,,232,
942.8,1698862683.58068,1.69886268358068E+018,40.485815,-80.332763,Path 4 – Northwest Corner,,233,
943,1698862683.78183,1.69886268378183E+018,40.485816,-80.332763,Path 4 – Northwest Corner,,234,
943.2,1698862683.9831,1.6988626839831E+018,40.485816,-80.332763,Path 4 – Northwest Corner,,235,
943.4,1698862684.1817,1.6988626841817E+018,40.485817,-80.332763,Path 4 – Northwest Corner,,236,
943.6,1698862684.38112,1.69886268438112E+018,40.485818,-80.332762,Path 4 – Northwest Corner,,237,
943.8,1698862684.58188,1.69886268458188E+018,40.485819,-80.332762,Path 4 – Northwest Corner,,238,
944,1698862684.78268,1.69886268478268E+018,40.485820,-80.332762,Path 4 – Northwest Corner,,239,
944.2,1698862684.9808,1.6988626849808E+018,40.485821,-80.332762,Path 4 – Northwest Corner,,240,
944.4,1698862685.18305,1.69886268518305E+018,40.485822,-80.332762,Path 4 – Northwest Corner,,241,
944.6,1698862685.38243,1.69886268538243E+018,40.485823,-80.332762,Path 4 – Northwest Corner,,242,
944.8,1698862685.58104,1.69886268558104E+018,40.485823,-80.332762,Path 4 – Northwest Corner,,243,
945,1698862685.78198,1.69886268578198E+018,40.485824,-80.332762,Path 4 – Northwest Corner,,244,
945.2,1698862685.98193,1.69886268598193E+018,40.485825,-80.332762,Path 4 – Northwest Corner,,245,
945.4,1698862686.18121,1.69886268618121E+018,40.485826,-80.332762,Path 4 – Northwest Corner,,246,
945.6,1698862686.38207,1.69886268638207E+018,40.485827,-80.332762,Path 4 – Northwest Corner,,247,
945.8,1698862686.5839,1.6988626865839E+018,40.485828,-80.332761,Path 4 – Northwest Corner,,248,
946,1698862686.78163,1.69886268678163E+018,40.485828,-80.332761,Path 4 – Northwest Corner,,249,
946.2,1698862686.98252,1.69886268698252E+018,40.485829,-80.332761,Path 4 – Northwest Corner,,250,
946.4,1698862687.18306,1.69886268718306E+018,40.485830,-80.332761,Path 4 – Northwest Corner,,251,
946.6,1698862687.38189,1.69886268738189E+018,40.485831,-80.332761,Path 4 – Northwest Corner,,252,
946.8,1698862687.58042,1.69886268758042E+018,40.485832,-80.332761,Path 4 – Northwest Corner,,253,
947,1698862687.78132,1.69886268778132E+018,40.485833,-80.332761,Path 4 – Northwest Corner,,254,
947.2,1698862687.98158,1.69886268798158E+018,40.485833,-80.332761,Path 4 – Northwest Corner,,255,
947.4,1698862688.18188,1.69886268818188E+018,40.485834,-80.332761,Path 4 – Northwest Corner,,256,
947.6,1698862688.38164,1.69886268838164E+018,40.485835,-80.332761,Path 4 – Northwest Corner,,257,
947.8,1698862688.58327,1.69886268858327E+018,40.485836,-80.332762,Path 4 – Northwest Corner,,258,
948,1698862688.78243,1.69886268878243E+018,40.485837,-80.332762,Path 4 – Northwest Corner,,259,
948.2,1698862688.98176,1.69886268898176E+018,40.485838,-80.332762,Path 4 – Northwest Corner,,260,
948.4,1698862689.18216,1.69886268918216E+018,40.485838,-80.332762,Path 4 – Northwest Corner,,261,
948.6,1698862689.38208,1.69886268938208E+018,40.485839,-80.332762,Path 4 – Northwest Corner,,262,
948.8,1698862689.58159,1.69886268958159E+018,40.485840,-80.332763,Path 4 – Northwest Corner,,263,
949,1698862689.7826,1.6988626897826E+018,40.485841,-80.332763,Path 4 – Northwest Corner,,264,
949.2,1698862689.98325,1.69886268998325E+018,40.485842,-80.332764,Path 4 – Northwest Corner,,265,
949.4,1698862690.1829,1.6988626901829E+018,40.485843,-80.332764,Path 4 – Northwest Corner,,266,
949.6,1698862690.38432,1.69886269038432E+018,40.485843,-80.332765,Path 4 – Northwest Corner,,267,
949.8,1698862690.58235,1.69886269058235E+018,40.485844,-80.332765,Path 4 – Northwest Corner,,268,
950,1698862690.78335,1.69886269078335E+018,40.485845,-80.332766,Path 4 – Northwest Corner,,269,
950.2,1698862690.98282,1.69886269098282E+018,40.485846,-80.332766,Path 4 – Northwest Corner,,270,
950.4,1698862691.18279,1.69886269118279E+018,40.485847,-80.332767,Path 4 – Northwest Corner,,271,
950.6,1698862691.38249,1.69886269138249E+018,40.485847,-80.332767,Path 4 – Northwest Corner,,272,
950.8,1698862691.58417,1.69886269158417E+018,40.485848,-80.332768,Path 4 – Northwest Corner,,273,
951,1698862691.78288,1.69886269178288E+018,40.485849,-80.332768,Path 4 – Northwest Corner,,274,
951.2,1698862691.98247,1.69886269198247E+018,40.485850,-80.332769,Path 4 – Northwest Corner,,275,
951.4,1698862692.18184,1.69886269218184E+018,40.485851,-80.332770,Path 4 – Northwest Corner,,276,
