Path_Index,X,Y,Source
0,-12.7357818177755,1.6087116091957911,temp_path_beg
0,-12.848641561137834,2.000178877565987,temp_path_beg
0,-12.88250795579131,2.100366497143905,temp_path_beg
0,-12.939408751013726,2.258858010075736,temp_path_beg
0,-12.979838878959182,2.3651737091381104,temp_path_beg
0,-13.049316420172277,2.5568100420549507,temp_path_beg
0,-13.088720961258488,2.683862111447784,temp_path_beg
0,-13.26387807602682,3.097463682678395,temp_path_beg
0,-13.267358528323774,3.103827826766248,temp_path_beg
0,-13.30805893592813,3.207798168345656,temp_path_beg
0,-13.332465670767697,3.256156045128741,temp_path_beg
0,-13.348171057481142,3.302617615391667,temp_path_beg
0,-13.399751436161718,3.4384658485391117,temp_path_beg
0,-13.444527985816292,3.606498925642473,temp_path_beg
0,-13.513037369776375,3.781976782094602,temp_path_beg
0,-13.517037864580317,3.7956525051264536,temp_path_beg
0,-13.547955264550785,3.909474056822976,temp_path_beg
0,-13.553419692673398,3.929410074013924,temp_path_beg
0,-13.557271076343516,3.943335642526635,temp_path_beg
0,-13.604219028768094,4.163181031120685,temp_path_beg
0,-13.625169407690292,4.238931978592653,temp_path_beg
0,-13.64712833444376,4.325547591054296,temp_path_beg
0,-13.717040459757976,4.560932429275647,temp_path_beg
0,-13.773885571682968,4.836665250185335,temp_path_beg
0,-13.85171062763561,5.094791478615352,temp_path_beg
0,-13.873663203471883,5.182383264018762,temp_path_beg
0,-13.876198634614912,5.195717775208614,temp_path_beg
0,-13.89086990477412,5.2658875764507735,temp_path_beg
0,-13.89286392787294,5.279870437284439,temp_path_beg
0,-13.976368128959113,5.712582008285291,temp_path_beg
0,-13.987305270050046,5.749420264289373,temp_path_beg
0,-14.0365901748687,5.984208447304874,temp_path_beg
0,-14.04625392211464,6.022326512111401,temp_path_beg
0,-14.05165086838678,6.048345144462068,temp_path_beg
0,-14.138068465484857,6.395099469264843,temp_path_beg
0,-14.15446053661511,6.443961656004453,temp_path_beg
0,-14.210248634342133,6.677407227084067,temp_path_beg
0,-14.307307854345492,6.951478887895078,temp_path_beg
0,-14.357645768863296,7.116166495571119,temp_path_beg
0,-14.354374937940053,7.117203029440237,temp_path_beg
0,-14.39670785598762,7.250786524921313,temp_path_beg
0,-14.590038807307304,7.7539767786173535,temp_path_beg
0,-14.635997627367637,7.840833475567004,temp_path_beg
0,-14.624024263883516,7.967779393009903,temp_path_beg
0,-14.615557188811774,8.134758607012085,temp_path_beg
0,-14.615893432635408,8.32121402244295,temp_path_beg
0,-14.586027636304005,8.4808884549401,temp_path_beg
0,-14.57559022524265,8.59049404974918,temp_path_beg
0,-14.56397087397548,8.642435661951852,temp_path_beg
0,-14.528543860154048,8.791488225094222,temp_path_beg
0,-14.513547296821836,8.85741510841366,temp_path_beg
