x1,y1,x2,y2,upper_intercept_x,upper_intercept_y,lower_intercept_x,lower_intercept_y
-0.926707160541735,-2.513720410744685,-6.37454413647878,13.307946994576254,-5.613775315070858,13.569900707116833,-0.16593833913381403,-2.2517666982041042
0.2243921024406056,-3.385368612512542,-6.02173486800234,14.754701278392204,-5.2609660465944135,15.016654990932787,0.9851609238485342,-3.1234148999719586
1.4245893024146936,-4.399607576963248,-6.003575307165014,17.173348883344723,-5.242806485757107,17.435302595885297,2.185358123822603,-4.1376538644226715
3.192737028849463,-7.063294638342836,-6.658079598912947,21.54555416599461,-5.897310777505023,21.80750787853519,3.9535058502573817,-6.801340925802256
5.114639109971325,-10.173516769094675,-5.996315912484455,22.09503966848822,-5.235547091076535,22.3569933810288,5.067388112041467,-10.036289906925742
5.828156933449387,-9.774336194385162,-5.361420902850074,22.72255747439603,-4.600652081442152,22.98451118693661,5.783476231938238,-9.644574015034294
6.544245053346162,-9.382620302493711,-4.7029136888362695,23.281500459499224,-3.9421448674283375,23.54345417203981,6.529319933865216,-9.339274608146535
7.290088755273139,-9.077320895605952,-4.054608144221164,23.8700712438406,-3.2938393228132505,24.132024956381176,8.050857576681056,-8.815367183065375
8.055772270167347,-8.829640489348701,-3.44615715421119,24.574388059191065,-2.6853883328032775,24.836341771731643,8.816541091575258,-8.567686776808124
8.848929871285787,-8.661750623158085,-2.8779240503357264,25.3955060969305,-2.117155228927802,25.65745980947108,9.60969869269371,-8.399796910617503
9.63159322205196,-8.463383240941326,-2.3663742954465614,26.38124453337908,-1.6056054740386432,26.64319824591966,10.39236204345988,-8.201429528400746
10.421671456117757,-8.286550243460043,-1.9098784779981168,27.52687121380186,-1.1491096565901915,27.788824926342446,11.18244027752568,-8.02459653091946
11.257113249746023,-8.241462589110164,-1.408765730803835,28.54292092152831,-0.6479969093959133,28.80487463406889,12.017882071153943,-7.979508876569582
12.052430011770833,-8.079843381510448,-0.886594000020555,29.49781090004278,-0.1258251786126365,29.75976461258336,12.813198833178754,-7.817889668969869
12.814318069871131,-7.821140168346567,-0.3638955734188638,30.451171242832185,0.3968732479890464,30.713124955372763,13.575086891279048,-7.559186455805987
13.587443484105782,-7.595072607104404,0.1911146001039928,31.31069145873641,0.9518834215119116,31.572645171276992,14.348212305513702,-7.333118894563823
14.364443384393825,-7.380257370403896,0.7814386676806053,32.067652679396645,1.5422074890885284,32.329606391937226,15.125212205801747,-7.118303657863314
15.13540490593802,-7.147905408471965,1.372748949937862,32.82174972465365,2.133517771345789,33.08370343719423,15.896173727345944,-6.885951695931382
15.896843855911174,-6.8878978905999615,1.9816073049821767,33.524883466040244,2.7423761263900936,33.78683717858082,15.895389960323437,-6.883675471219048
16.656158781731353,-6.6217217586784685,2.6071787426205177,34.179478891157736,3.3679475640284404,34.44143260369832,16.64361993400781,-6.585306300726236
17.40438875541574,-6.32335258818565,3.2528701319868096,34.77564173360862,4.013638953394721,35.037595446149204,17.398425593906236,-6.306034309664408
18.159194415314143,-6.044080597123831,3.905025008116149,35.35303324749452,4.665793829524066,35.614986960035104,18.91996323672206,-5.782126884583252
18.921375642137967,-5.786228807755817,4.579470001729729,35.86568955971803,5.340238823137655,36.12764327225861,18.9108216491986,-5.7555777866583835
19.67159047060652,-5.493624074117802,5.246419023864336,36.40011575384955,6.007187845272257,36.66206946639013,19.667819249123202,-5.482671651663826
20.428588070531124,-5.220717939123244,5.936786127870802,36.86653089987449,6.697554949278724,37.12848461241507,20.411830282576123,-5.172049789058543
21.172599103984044,-4.910096076517962,6.640163562421969,37.29516130240936,7.400932383829881,37.55711501494994,21.14454471241407,-4.828620207353868
21.905313533821975,-4.566666494813293,7.356811762032121,37.68525060470481,8.117580583440036,37.947204317245394,21.881505787248933,-4.497523778242912
22.64227460865686,-4.235570065702329,8.089516155431953,38.028709334342224,8.85028497683988,38.290663046882806,23.40304343006478,-3.9736163531617485
23.41272417807879,-4.0017312868480746,8.83944652379402,38.32214020011577,9.600215345201947,38.58409391265635,23.403607388148224,-3.9752542063622247
24.16437620955615,-3.7133004938216416,9.59320609834156,38.6044502436326,10.35397491974948,38.86640395617318,24.12847295600897,-3.6090298743259677
24.889241777416885,-3.3470761617853872,10.344682962850188,38.89338975847499,10.347244668456304,38.88595002518831,24.834788257743305,-3.1889316576216444
25.595557079151234,-2.926977945081062,11.108013489864224,39.14790373772889,11.155179316510166,39.01092423092917,25.560574604553366,-2.8253814618259216
26.321343425961267,-2.563427749285348,11.915948137918072,39.272877943469744,11.988934106177853,39.06091130053198,26.31325095331866,-2.5399255022093996
27.074019774726587,-2.277971789668816,12.74970292758578,39.322865013072565,12.792348934248706,39.19901201663267,27.04648282331983,-2.1979986758552794
27.80725164472776,-1.936044963314697,13.553117755656633,39.46096572917325,13.56637171060935,39.42247344902735,27.79938660654198,-1.9132032338622231
28.5601554279499,-1.6512495213216427,14.32714053201727,39.68442716156793,14.369596811373095,39.5611251732371,29.320924249357823,-1.3892958087810605
29.328103053790286,-1.4101445707025295,15.130365632781013,39.82307888577768,15.170175928261592,39.7074613925995,29.323993354533954,-1.3982091374183092
30.08476217594187,-1.1362554248777306,15.930944749669514,39.96941510514008,15.952157554560028,39.90780864643105,30.84553099734978,-0.8743017123371519
30.865189447626182,-0.9313939974681302,16.71292637596793,40.16976235897162,17.473695197375857,40.431716071512206,31.625958269034104,-0.6694402849275498
31.646340024434828,-0.7286332006684373,17.465469241892276,40.4556059809069,18.226238063300194,40.717559693447484,31.637432531068427,-0.7027639615409189
32.39820135247634,-0.4408102490003391,18.206664937644668,40.77440417788637,18.967433759052597,41.03635789042695,32.385707584897865,-0.40452571329577935
33.146476406305794,-0.1425720007551954,18.951178328865808,41.08356708759671,19.71194715027373,41.345520800137294,33.12545084189204,-0.08150932787549969
33.88621966329997,0.1804443846650843,19.69534805879638,41.39372806216535,20.45611688020431,41.65568177470593,33.854936565197924,0.2712970984604297
34.615705386605846,0.5332508110010113,20.419787838651043,41.76118897236046,21.180556660058947,42.02314268490103,34.60368639555567,0.5681564955476315
35.36445521696357,0.830110208088203,21.159028426108765,42.08566521611629,21.44539695523298,41.25399061880973,34.98651459090381,1.927729485406589
35.74728341231173,2.189683197947171,22.2061657766409,41.51594433135031,22.667022720049367,40.17751858325102,35.30625053009741,3.470535691886738
