x1,y1,x2,y2
-7.839959508785491,-7.615016711301438,-14.086074835081684,10.525019362545644
-4.871606894435669,-11.292965064533533,-14.722409531514687,17.31584310790904
-2.2361947755906777,-14.003984009101677,-13.42576728037624,18.492894175838853
-0.7742618455191191,-13.306971928907823,-12.11895397499021,19.640406357385423
0.7845804440997909,-12.891405064860018,-10.942266737663003,21.16583208125755
2.3573225803511884,-12.516206286600262,-9.974216271259667,23.29718298473001
3.9880813797140853,-12.309500132435383,-8.950934174478414,25.268129586467136
5.523095807702584,-11.824732133448794,-7.8732243402432545,27.081006561043303
7.071057167752486,-11.377564755387414,-6.6915904971171365,28.592066298546715
8.591811391956467,-10.851382117451898,-5.457161575639769,29.949797995214674
10.09484778046019,-10.273743148346849,-4.159317116737666,31.123357598280037
11.607244657317077,-9.723289011337409,-2.8179236358079165,32.170441657860586
13.108253271953632,-9.13976095930983,-1.4241793940587295,33.065488068414716
14.577929626201907,-8.465237415840496,0.02517159433667082,33.79904076048672
16.100031655803363,-7.942969089001328,1.528861537072222,34.374781670282566
17.53121270631529,-7.156647065681406,3.043669225678332,34.918234301585905
19.009676458376813,-6.507643978527772,4.685357078410103,35.09320018007415
20.495812869495666,-5.880923911269079,6.2627978863167755,35.454753025002034
22.020420294913233,-5.365931782211932,7.866601145298699,35.73974375275496
23.58199851699476,-4.958310642982659,9.401128890546474,36.225925181051146
25.082135301228462,-4.372250611615633,10.886839101321753,36.85388302398371
26.551364808521722,-3.6964293303588454,12.35544898730913,37.53150381617709
27.682938594736047,-2.0399846310351712,14.141794703245592,37.28635275480493
28.445206026760722,0.6890035993209193,16.451200419927826,35.52212514958984
