x1,y1,x2,y2,upper_intercept_x,upper_intercept_y,lower_intercept_x,lower_intercept_y,,start_x,start_y,,
26.4011858619628,-7.6310606412529,8.91064439219909,43.165160151675,8.91437617952111,43.1543222543412,26.3605245599925,-7.51297164577009,,,,,
27.1212933814004,-7.25101793322951,9.67514500092904,43.4162759668818,9.6918040244494,43.3678946495625,27.0681236311903,-7.09660176630618,,,,,
27.8288924525982,-6.83464805376561,10.4525728458573,43.6298483621031,10.489690335941,43.52205134365,27.8127022468378,-6.78762828208433,,,,,
28.5734710682457,-6.52567456954375,11.2504591573489,43.7840050561906,11.3431322480416,43.5148628581332,28.5536428914439,-6.46808936279123,,,,,
29.3144117128518,-6.20613565025065,12.1039010694495,43.7768165706738,12.1325962257786,43.6934797855262,29.2976908459096,-6.15757472659298,,,,,
30.0584596673175,-5.89562101405241,12.8933650471865,43.9554334980668,12.9073083199467,43.9149392936461,30.8192284887254,-5.63366730151182,,,,,
30.8260778032165,-5.65355915516148,13.6680771413546,44.1768930061867,13.7239386693998,44.0146593487945,30.8246131648775,-5.64930553656545,,,,,
31.5853819862854,-5.38735182402487,14.4847074908077,44.2766130613351,14.5156020432902,44.1868887659545,32.3461508076933,-5.12539811148428,,,,,
32.3843963712325,-5.23647129313748,15.2763708646981,44.4488424784951,16.037139686106,44.7107961910356,32.3835459549971,-5.23400150505624,,,,,
33.144314776405,-4.97204779251566,16.0258334721818,44.7436318204995,16.7866022935898,45.0055855330401,33.1354072837831,-4.94617855555008,,,,,
33.896176105191,-4.6842248430095,16.7721043493528,45.047690620397,17.5328731707607,45.3096443329376,33.8875787455765,-4.65925629769792,,,,,
34.6483475669845,-4.39730258515733,17.5183090096305,45.3519417281163,18.2790778310384,45.6138954406569,34.6280847222113,-4.3384550109545,,,,,
35.3888535436192,-4.07650129841392,18.2475472081792,45.7054670185444,19.0083160295871,45.967420731085,35.3651171619032,-4.0075658404376,,,,,
36.1258859833111,-3.74561212789702,18.9681966522925,46.0839358630296,19.7289654737004,46.3458895755702,36.1007111626696,-3.6724991399464,,,,,
36.8614799840775,-3.41054542740582,19.696632207099,46.4397922001449,19.7501423454015,46.284387474421,37.6222488054855,-3.14859171486524,,,,,
37.6512571429394,-3.23283804404219,20.5109111668094,46.5463411869616,20.5311045524503,46.4876953367262,38.4120259643473,-2.97088433150161,,,,,
38.4346462216475,-3.03657832880856,21.2918733738582,46.7496490492668,22.0526421952661,47.0116027618073,38.4200718617365,-2.99425131422002,,,,,
39.1808406831444,-2.73229760167945,22.047191066537,47.027433989158,22.160572255515,46.6981511068042,39.1412825356456,-2.61741239941265,,,,,
39.9020513570535,-2.35545868687206,22.9213410769229,46.9601048193448,23.2282298551822,46.0688350912877,39.3157492715963,-0.652713792683082,,,,,
40.0765180930042,-0.390760080142504,23.9889986765901,46.3307888038283,24.6282626716896,44.4742313555536,39.457169157743,1.40795983471983,,,,,
40.217937979151,1.66991354726042,25.3890314930976,44.7361850680942,25.8201526494794,43.4841183161339,39.8433909023736,2.75767724183901,,,,,
40.6041597237815,3.01963095437959,26.5809214708873,43.7460720286744,26.7984008710719,43.114465988988,40.3546335782624,3.74430750046074,,,,,
41.1154023996703,4.00626121300132,27.5591696924798,43.3764197015286,27.8437814375667,42.5498471755329,40.9488398969885,4.48999384510257,,,,,
41.7096087183965,4.75194755764315,28.6045502589747,42.8118008880735,28.8421393115629,42.12179217713,41.5275874338055,5.28057575232072,,,,,
42.2883562552134,5.5425294648613,29.6029081329708,42.3837458896706,41.2563174078127,8.53978791166641,41.6073620917266,7.52028012209359,,,,,
