X,Y
-7.682512075271456,2.351466014966278
-7.709385266928122,2.4129049713875452
-7.724014840041148,2.518698032302548
-7.740124678050687,2.6043731856404486
-7.764447945360603,2.688087804719417
-7.796756430903857,2.7690564439698564
-7.829745388065049,2.841346374172693
-7.85096310747401,2.9027200549704633
-7.8871971914921115,3.026585930109447
-7.894962773359922,3.0512283588827676
-7.895473826965694,3.058619743035075
-7.90736131501787,3.1548408568709947
-7.929530215590641,3.2492249390427794
-7.971863336112732,3.3939403273922952
-7.974628102943478,3.4032066281104427
-8.002332468310152,3.4942711557801163
-8.013986887010255,3.540241020789494
-8.0159027974073,3.5603935653883965
-8.022097923585791,3.6105594061658217
-8.028795992825254,3.654592817069199
-8.028795901228886,3.7312480580890734
-8.031876520291327,3.805650908353724
-8.04109746531591,3.879544402750495
-8.048583773521889,3.9152081489662804
-8.046713774222233,3.9340597359909077
-8.047210433376721,4.027771050594932
-8.057448871216128,4.12092270944081
-8.066503467234018,4.176479657942632
-8.064464252386614,4.20865293160535
-8.062661891069732,4.265581647441658
-8.06266177063812,4.36576919007013
-8.067366726211736,4.457676655962502
-8.081432620274473,4.548623176060433
-8.104712384024895,4.637657840621108
-8.139076871262699,4.746096011915205
-8.144937504191534,4.76921278692901
-8.14865295645735,4.837605318606508
-8.156751565967106,4.918684109673756
-8.172149995814365,4.998698147161919
-8.194722029102977,5.07699157696376
-8.228588531917953,5.1771791600890325
-8.239968725229877,5.208877450542525
-8.27987710368907,5.313820808005528
-8.304825299655297,5.395825812622264
-8.33700794986493,5.484593264946414
-8.371419530044058,5.555329339481523
-8.378686608848382,5.591016971315908
-8.40529728549618,5.676817453490193
-8.440328797475356,5.759537729247992
-8.483432133579955,5.8383536747771005
-8.485856099709483,5.84189446240657
-8.499523642750514,5.889633117954732
-8.530444654092026,5.968621463982434
-8.56866470300838,6.044347916503369
-8.60600053610468,6.10367582059059
-8.6127098690041,6.129339537419244
-8.655042974460734,6.262922980149527
-8.66038656537358,6.279242560849999
-8.694253056295295,6.379430145623888
-8.717828355439424,6.441520661607769
-8.748433845743842,6.513953041406925
-8.762028232940615,6.553275755019854
-8.775683525810242,6.619107390071468
-8.80157736285262,6.716278839657463
-8.83815014213764,6.809954947746933
-8.864106511018068,6.866834157914275
-8.879148605722749,6.916277719346223
-8.91767884758557,7.047993127329071
-8.957728803948218,7.195435304237594
-8.958821694869023,7.199422510109296
-8.97841250329828,7.270257311170993
-8.987291974721497,7.3286314365797285
-9.00962130447885,7.433193488001995
-9.040904557539534,7.546304859178883
-9.072389510373691,7.670494723088855
-9.093100466956578,7.74022548693638
-9.119375082535349,7.808055920559681
-9.165006193674865,7.913048866901511
-9.167589404685488,7.931729273722451
-9.173932535417176,8.023470454272829
-9.183077777933518,8.103491283797474
-9.199340355747076,8.182374090424478
-9.222590028324602,8.259487133053678
-9.253527098034931,8.347618929082296
-9.266747030279845,8.411351743476214
-9.284700570015822,8.48298686356494
-9.308466829760576,8.552908855219375
-9.316202100998257,8.570719558084475
-9.323095711083118,8.619312642022283
-9.34849548443634,8.752896065663183
-9.355205455842954,8.784988366933002
-9.372324048575702,8.860013894616161
-9.392468173166035,9.001271192595311
-9.409169106482269,9.087813487416293
-9.434255068999551,9.17230718215795
-9.437272957593908,9.180904376676446
-9.437334216541336,9.182383905299671
-9.446555134791017,9.256277350034432
-9.461853243973453,9.329155566008609
-9.490879137832296,9.443645923696087
-9.5122783584804,9.546810827081647
-9.529561952819911,9.616161674338695
-9.552294094937526,9.68392237359208
-9.566762676528013,9.721969102435702
-9.576066713472091,9.793805934442291
-9.598184316010695,9.886356709572066
-9.629949993624324,9.976054959526705
-9.652517256978605,10.030452794025976
-9.669595181066104,10.103428913401185
-9.704693045959745,10.218256099428164
-9.729519158489678,10.283539106728734
-9.764168819933792,10.392877318218273
-9.80283511828943,10.493515326077045
-9.853257717221007,10.588807785229355
-9.878014099091953,10.629495019279716
-9.899425325890542,10.685798212265514
-9.911620419542624,10.716190428591709
-9.953953525152965,10.816378030662275
-9.964209239859745,10.839721767536023
-9.99233416892151,10.901353085954476
-10.006937333125855,10.947433886962113
-10.024067672019163,11.022510946429298
-10.037716589373012,11.074987431886338
-10.080049624621427,11.219702832111025
-10.093246463182114,11.261083281608192
-10.126309721514154,11.35672118209276
-10.141079567104175,11.41012481285824
-10.15899923502465,11.512222399356935
-10.18439896538841,11.656937759980345
-10.190402985009298,11.691145759037719
-10.188151559045973,11.772055499473884
-10.196795801294957,11.87331505503362
-10.206452401183544,11.941030425157862
-10.19103469858794,12.035628456398008
-10.181458129089389,12.118319645347864
-10.175114741587182,12.210060825625172
-10.162398112387823,12.302018856963997
-10.155068861812442,12.379727111578168
-10.146601967072655,12.546706335182163
-10.146772300780333,12.641104017699659
-10.152586463426053,12.748129397100868
-10.148291076505762,12.827193287825144
-10.134612029877715,12.94409567203235
-10.123615766891,13.038070756549358
-10.101389875100939,13.133043599838926
-10.086508710923889,13.212604700370534
-10.078835757891772,13.293181021686612
-10.078433076153727,13.374120848795908
-10.079239708871544,13.394272248675325
-10.068285492725412,13.424606254131731
-10.048619713328419,13.497872897235299
-10.007590266138449,13.681286443356745
-9.966638104990189,13.853585863575722
-9.962771530862197,13.87058392160686
-9.928904722302333,14.026431160344607
-9.92245345301023,14.059002871873874
-9.913163060518169,14.110916239609313
-9.901962800817358,14.132187207988336
-9.864049371368525,14.213858003675085
-9.834486339601181,14.29890842491685
-9.813569611280185,14.386487175062214
-9.801508548575862,14.475717650613568
-9.796199641100287,14.538537965723211
-9.789250485345361,14.55550615324231
-9.766422877181634,14.617675282345646
-9.71562278709147,14.773522500598155
-9.664822698693186,14.929369715528994
-9.65671187090987,14.955604246749292
-9.614378445249324,15.100319525507912
-9.59548167711949,15.177371928873356
-9.583443960948703,15.255789108748276
-9.567378667785123,15.4036457789928
