x,y,angle
-6.37,-3.89,1.9022710479337919
-8.91,3.49,1.8138917529767402
-11.08,12.24,5.043943142260628
-5.2,-4.84,5.599288974788092
-4.01,-5.81,1.9026384199137547
-10.85,14.04,1.3020933021597263
-10.47,15.42,5.0440160909112794
-2.86,-6.68,5.497787143782138
-1.56,-7.98,1.9025019247888741
-10.56,18.15,1.7300361400629432
-11.31,22.82,5.043938735634825
0.14,-10.44,5.250610681996168
2.14,-13.79,1.9023582454192056
-10.87,24.0,1.9023582454192056
