-7.49 -0.632 1.758
-4.091	-4.659	1.902
-10.139	12.906	1.902
-9.378	13.168	5.042
-2.947	-5.511	5.042
-2.186	-5.249	1.902
-9.556	16.155	1.902
-8.795	16.417	5.042
-0.279	-8.317	5.042
0.482	-8.055	1.902
-10.261	23.146	1.902
-9.500	23.408	5.042
3.338	-13.877	5.042
4.098	-13.615	1.902
-8.976	24.357	1.902
-8.215	24.619	5.042
5.155	-14.213	5.042
5.839	-13.727	1.902
-7.681	25.539	1.902
-6.921	25.801	5.042
6.563	-13.359	5.042
7.324	-13.098	1.902
-6.372	26.680	1.902
-5.612	26.942	5.042
8.014	-12.631	5.042
8.775	-12.369	1.902
-5.344	28.637	1.902
-4.583	28.899	5.042
9.564	-12.188	5.042
10.325	-11.926	1.902
-4.357	30.714	1.902
-3.597	30.976	5.042
11.144	-11.835	5.042
11.905	-11.573	1.902
-3.289	32.555	1.902
-2.529	32.817	5.042
12.769	-11.611	5.042
13.530	-11.350	1.902
-2.145	34.173	1.902
-1.384	34.435	5.042
14.303	-11.123	5.042
15.064	-10.861	1.902
-0.950	35.646	1.902
-0.189	35.908	5.042
15.859	-10.700	5.042
16.620	-10.438	1.902
0.293	36.980	1.902
1.053	37.242	5.042
17.377	-10.165	5.042
18.138	-9.903	1.902
1.601	38.122	1.902
2.362	38.384	5.042
18.886	-9.606	5.042
19.647	-9.344	1.902
2.941	39.175	1.902
3.702	39.437	5.042
20.404	-9.070	5.042
21.164	-8.808	1.902
4.323	40.104	1.902
5.084	40.366	5.042
21.893	-8.453	5.042
22.654	-8.191	1.902
5.749	40.906	1.902
6.509	41.168	5.042
23.371	-7.802	5.042
24.132	-7.540	1.902
7.227	41.555	1.902
7.988	41.817	5.042
24.885	-7.256	5.042
25.646	-6.995	1.902
8.731	42.131	1.902
9.492	42.392	5.042
26.321	-6.484	5.042
27.082	-6.222	1.902
10.252	42.654	1.902
11.118	42.612	5.042
27.795	-5.821	5.042
28.556	-5.559	1.902
11.879	42.874	1.902
12.704	42.948	5.042
29.288	-5.216	5.042
30.049	-4.954	1.902
13.465	43.210	1.902
14.317	43.206	5.042
30.810	-4.693	5.042
31.571	-4.431	1.902
15.095	43.419	1.902
15.856	43.681	5.042
32.369	-4.276	5.042
33.129	-4.014	1.902
16.595	44.005	1.902
17.356	44.267	5.042
33.868	-3.687	5.042
34.628	-3.425	1.902
18.087	44.615	1.902
18.848	44.877	5.042
35.337	-3.010	5.042
36.097	-2.748	1.902
19.530	45.366	1.902
20.348	45.461	5.042
36.852	-2.470	5.042
37.613	-2.208	1.902
21.109	45.723	1.902
21.870	45.985	5.042
38.396	-2.009	5.042
39.157	-1.747	1.902
23.043	45.049	1.902
23.804	45.311	5.042
38.664	2.154	5.042
39.425	2.415	1.902
25.590	42.595	1.902
26.351	42.857	5.042
39.633	4.282	5.042
40.394	4.544	1.902
27.623	41.633	1.902
28.384	41.895	5.042
40.753	5.972	5.042
