timestamp_seconds,timestamp_raw,lat,lng
1698864716.8687036,1698864716868703589,40.485284826666664,-80.33262569333333
1698864717.0668817,1698864717066881628,40.48528482333333,-80.33262570833334
1698864717.2651591,1698864717265159112,40.485284825,-80.33262570666666
1698864717.4652834,1698864717465283366,40.48528482,-80.33262570333333
1698864717.6652186,1698864717665218480,40.48528481333334,-80.33262569666667
1698864717.8630838,1698864717863083901,40.48528480833333,-80.33262569666667
1698864718.0649393,1698864718064939256,40.485284815,-80.3326257
1698864718.2645738,1698864718264573894,40.485284838333335,-80.33262569666667
1698864718.4641352,1698864718464135126,40.485284838333335,-80.33262570333333
1698864718.6663206,1698864718666320661,40.48528483166667,-80.33262568333333
1698864718.8650603,1698864718865060378,40.48528484,-80.33262568666666
1698864719.0660076,1698864719066007677,40.48528484333333,-80.332625695
1698864719.264623,1698864719264622949,40.485284846666666,-80.33262572333334
1698864719.4652755,1698864719465275527,40.48528485,-80.332625725
1698864719.664352,1698864719664352036,40.48528485666667,-80.33262572166667
1698864719.8660302,1698864719866030114,40.48528486,-80.33262571166667
1698864720.0644093,1698864720064409175,40.485284848333336,-80.33262570166667
1698864720.2634091,1698864720263409032,40.485284838333335,-80.33262571166667
1698864720.4646854,1698864720464685471,40.48528483333333,-80.332625715
1698864720.6652396,1698864720665239640,40.48528484,-80.332625695
1698864720.8657196,1698864720865719525,40.48528485,-80.33262570833334
1698864721.0652318,1698864721065231815,40.485284846666666,-80.33262570166667
1698864721.2633667,1698864721263366713,40.485284838333335,-80.33262569166666
1698864721.4663246,1698864721466324625,40.48528484,-80.33262569333333
1698864721.6655357,1698864721665535580,40.48528483333333,-80.33262570166667
1698864721.864519,1698864721864518874,40.485284826666664,-80.332625685
1698864722.0654154,1698864722065415469,40.48528483166667,-80.332625685
1698864722.2648277,1698864722264827705,40.485284826666664,-80.33262569
1698864722.463625,1698864722463625039,40.485284825,-80.332625705
1698864722.6645346,1698864722664534585,40.48528482333333,-80.332625705
1698864722.8643055,1698864722864305552,40.48528481666666,-80.33262570166667
1698864723.0659273,1698864723065927379,40.48528481,-80.33262570666666
1698864723.2641742,1698864723264174135,40.485284828333334,-80.33262570166667
1698864723.4637327,1698864723463732690,40.48528483,-80.33262570333333
1698864723.664523,1698864723664522828,40.485284825,-80.33262571333333
1698864723.8645427,1698864723864542723,40.48528483166667,-80.332625675
1698864724.0646145,1698864724064614571,40.48528481333334,-80.332625675
1698864724.264356,1698864724264355932,40.485284848333336,-80.33262570833334
1698864724.463975,1698864724463975028,40.48528485166667,-80.332625705
1698864724.6647303,1698864724664730344,40.48528485,-80.33262571833333
1698864724.8643026,1698864724864302676,40.485284846666666,-80.33262571333333
1698864725.064634,1698864725064633998,40.485284855,-80.33262571666667
1698864725.2645044,1698864725264504413,40.48528485166667,-80.33262573833333
1698864725.46568,1698864725465679940,40.485284848333336,-80.33262572333334
1698864725.6634254,1698864725663425503,40.48528485833333,-80.33262571333333
1698864725.866803,1698864725866802840,40.485284855,-80.33262573833333
1698864726.0666492,1698864726066649192,40.48528486666667,-80.33262571666667
1698864726.265455,1698864726265455075,40.485284835,-80.33262570666666
1698864726.4651186,1698864726465118682,40.485284828333334,-80.33262571166667
1698864726.6650243,1698864726665024351,40.485284838333335,-80.332625685
1698864726.8647645,1698864726864764505,40.48528483166667,-80.332625705
1698864727.064603,1698864727064603135,40.48528483333333,-80.33262571166667
1698864727.2681713,1698864727268171392,40.485284845,-80.33262572833333
1698864727.4639003,1698864727463900438,40.48528484,-80.33262571833333
1698864727.6675646,1698864727667564716,40.48528484333333,-80.332625715
1698864727.8639095,1698864727863909419,40.48528484,-80.33262572833333
1698864728.0690594,1698864728069059333,40.48528483166667,-80.33262572833333
1698864728.262827,1698864728262826908,40.485284875,-80.33262573166667
1698864728.4656472,1698864728465647189,40.48528485,-80.33262572833333
1698864728.6690507,1698864728669050752,40.485284846666666,-80.33262571
1698864728.8647401,1698864728864740137,40.485284845,-80.33262573666667
1698864729.0678627,1698864729067862822,40.48528483166667,-80.33262571833333
1698864729.2667062,1698864729266706328,40.48528485166667,-80.33262571666667
1698864729.4641771,1698864729464177249,40.485284846666666,-80.33262572666666
1698864729.6657753,1698864729665775393,40.485284845,-80.33262571833333
1698864729.866054,1698864729866054048,40.485284846666666,-80.332625715
1698864730.0644202,1698864730064420337,40.48528485166667,-80.33262571833333
1698864730.267977,1698864730267976934,40.48528484,-80.33262572333334
1698864730.4632268,1698864730463226680,40.48528484333333,-80.33262571
1698864730.6655293,1698864730665529299,40.485284846666666,-80.33262571333333
1698864730.868229,1698864730868228924,40.48528484,-80.33262569333333
1698864731.0648324,1698864731064832404,40.48528485166667,-80.33262568666666
1698864731.264624,1698864731264624213,40.48528485333333,-80.33262572333334
1698864731.4629447,1698864731462944722,40.48528485166667,-80.33262572833333
1698864731.6636584,1698864731663658472,40.48528485833333,-80.33262572333334
1698864731.8626351,1698864731862635205,40.48528485333333,-80.332625715
1698864732.0650618,1698864732065061788,40.48528486,-80.33262572166667
1698864732.2629495,1698864732262949459,40.485284863333334,-80.33262569
1698864732.4653783,1698864732465378388,40.485284848333336,-80.33262568166667
1698864732.6650636,1698864732665063517,40.48528485166667,-80.33262569333333
1698864732.8638923,1698864732863892220,40.48528485333333,-80.33262566833334
1698864733.0646996,1698864733064699601,40.48528485,-80.33262569666667
1698864733.2686098,1698864733268609878,40.48528485166667,-80.3326257
1698864733.4707694,1698864733470769346,40.48528485333333,-80.33262570333333
1698864733.666584,1698864733666584089,40.485284846666666,-80.3326257
1698864733.8646417,1698864733864641607,40.48528484166667,-80.33262569333333
1698864734.0709894,1698864734070989398,40.48528484333333,-80.33262568833334
1698864734.2644954,1698864734264495344,40.485284865,-80.33262569833333
1698864734.465606,1698864734465605925,40.48528485833333,-80.33262569166666
1698864734.6694238,1698864734669423923,40.48528486,-80.33262568833334
1698864734.8650753,1698864734865075395,40.485284865,-80.33262569833333
1698864735.0645258,1698864735064525918,40.48528486166666,-80.33262570833334
1698864735.2642972,1698864735264297336,40.485284871666664,-80.33262569666667
1698864735.4655004,1698864735465500332,40.48528486166666,-80.33262570333333
1698864735.6657178,1698864735665717787,40.485284871666664,-80.33262571333333
1698864735.8698537,1698864735869853620,40.485284871666664,-80.33262570666666
1698864736.062652,1698864736062652210,40.48528485333333,-80.33262571166667
1698864736.2642653,1698864736264265397,40.48528488833333,-80.33262568666666
1698864736.4632623,1698864736463262397,40.485284875,-80.33262570166667
1698864736.667932,1698864736667932016,40.48528488833333,-80.33262570833334
1698864736.8637438,1698864736863743714,40.48528487833333,-80.3326257
1698864737.0651429,1698864737065142766,40.485284895,-80.33262569666667
1698864737.265057,1698864737265057203,40.485284891666666,-80.332625695
1698864737.4625804,1698864737462580502,40.48528488833333,-80.33262567833333
1698864737.6670413,1698864737667041240,40.48528489666667,-80.332625705
1698864737.8633614,1698864737863361338,40.485284905,-80.33262569833333
1698864738.0659318,1698864738065931710,40.48528490166667,-80.33262568833334
1698864738.2676635,1698864738267663459,40.485284875,-80.33262568666666
1698864738.464462,1698864738464462111,40.48528488833333,-80.33262569833333
1698864738.66386,1698864738663860087,40.48528488,-80.332625705
1698864738.8641481,1698864738864148108,40.485284891666666,-80.33262571
1698864739.0664835,1698864739066483570,40.485284881666665,-80.332625715
1698864739.266149,1698864739266149085,40.485284875,-80.33262569
1698864739.4636579,1698864739463657970,40.48528486833333,-80.3326257
1698864739.663901,1698864739663901085,40.48528486833333,-80.33262570166667
1698864739.865142,1698864739865142210,40.48528487666667,-80.33262567166666
1698864740.0655324,1698864740065532345,40.48528487666667,-80.33262570666666
1698864740.2663553,1698864740266355377,40.485284865,-80.33262571333333
1698864740.4659367,1698864740465936693,40.48528486166666,-80.33262571666667
1698864740.6679318,1698864740667931869,40.48528485666667,-80.332625715
1698864740.8652167,1698864740865216760,40.485284845,-80.33262571
1698864741.0668805,1698864741066880499,40.48528483166667,-80.33262569833333
1698864741.2647867,1698864741264786693,40.485284881666665,-80.33262571333333
1698864741.4644978,1698864741464497921,40.485284883333335,-80.332625705
1698864741.6664703,1698864741666470302,40.485284871666664,-80.33262571666667
1698864741.864304,1698864741864304087,40.48528487833333,-80.33262571333333
1698864742.0638437,1698864742063843696,40.48528486833333,-80.33262569833333
1698864742.2629838,1698864742262983894,40.485284865,-80.332625715
1698864742.4651644,1698864742465164467,40.48528486666667,-80.33262571833333
1698864742.6643667,1698864742664366836,40.485284871666664,-80.33262570166667
1698864742.8676941,1698864742867694129,40.48528486,-80.33262571
1698864743.0679035,1698864743067903596,40.485284863333334,-80.33262574666666
1698864743.2662826,1698864743266282623,40.485284895,-80.332625715
1698864743.4654334,1698864743465433420,40.48528490333333,-80.33262573
1698864743.6664233,1698864743666423218,40.485284905,-80.332625725
1698864743.8659575,1698864743865957427,40.485284895,-80.332625725
1698864744.065742,1698864744065742036,40.48528490166667,-80.33262573166667
1698864744.265166,1698864744265165968,40.48528488666667,-80.33262571833333
1698864744.4648764,1698864744464876531,40.485284883333335,-80.33262572666666
1698864744.6708765,1698864744670876442,40.48528489,-80.33262572666666
1698864744.8654335,1698864744865433435,40.48528488666667,-80.332625695
1698864745.0650673,1698864745065067320,40.485284881666665,-80.33262573833333
1698864745.2643242,1698864745264324154,40.48528489,-80.33262575333333
1698864745.4650083,1698864745465008194,40.48528489666667,-80.33262574166666
1698864745.6644568,1698864745664456775,40.48528488833333,-80.33262573
1698864745.8653162,1698864745865316228,40.48528489833333,-80.33262574166666
1698864746.0641348,1698864746064134841,40.48528489833333,-80.33262575166667
1698864746.2671173,1698864746267117363,40.48528488666667,-80.33262569166666
1698864746.4644415,1698864746464441596,40.485284885,-80.332625695
1698864746.6647809,1698864746664780816,40.48528488,-80.332625695
1698864746.8650086,1698864746865008532,40.485284883333335,-80.33262568833334
1698864747.0647433,1698864747064743366,40.48528488833333,-80.33262567833333
1698864747.2644744,1698864747264474386,40.48528491166667,-80.33262569333333
1698864747.4649193,1698864747464919415,40.485284916666664,-80.33262572
1698864747.6656137,1698864747665613566,40.485284906666664,-80.332625725
1698864747.8646631,1698864747864663110,40.485284916666664,-80.33262572
1698864748.0666773,1698864748066677273,40.48528492166667,-80.33262572
1698864748.2695272,1698864748269527229,40.48528491166667,-80.33262569333333
1698864748.464533,1698864748464533051,40.48528492,-80.33262571166667
1698864748.6652565,1698864748665256528,40.485284915,-80.332625705
1698864748.863317,1698864748863316915,40.485284916666664,-80.33262569666667
1698864749.0653872,1698864749065387293,40.48528492166667,-80.33262570333333
1698864749.2657151,1698864749265715168,40.48528491166667,-80.33262569
1698864749.4650805,1698864749465080472,40.485284895,-80.33262569
1698864749.6648889,1698864749664888942,40.48528490166667,-80.33262568166667
1698864749.8644485,1698864749864448656,40.48528490166667,-80.332625695
1698864750.0649588,1698864750064958782,40.48528489833333,-80.332625685
1698864750.2642915,1698864750264291473,40.485284908333334,-80.33262570166667
1698864750.4642193,1698864750464219234,40.485284905,-80.33262571833333
1698864750.6656916,1698864750665691616,40.485284906666664,-80.33262568666666
1698864750.863624,1698864750863624062,40.485284906666664,-80.33262570166667
1698864751.0656443,1698864751065644337,40.48528491,-80.33262569166666
1698864751.2655292,1698864751265529244,40.48528488833333,-80.33262570833334
1698864751.4646888,1698864751464688797,40.48528489833333,-80.33262572166667
1698864751.66842,1698864751668420121,40.48528489833333,-80.33262569833333
1698864751.8644617,1698864751864461607,40.485284893333336,-80.33262569833333
1698864752.0668974,1698864752066897366,40.485284891666666,-80.332625705
1698864752.2657235,1698864752265723481,40.4852849,-80.33262567833333
1698864752.466135,1698864752466134988,40.48528489833333,-80.33262568333333
1698864752.6643236,1698864752664323592,40.48528489666667,-80.33262566666667
1698864752.8658998,1698864752865899745,40.485284893333336,-80.33262566
1698864753.069164,1698864753069163982,40.485284893333336,-80.33262565
1698864753.264139,1698864753264139021,40.485284893333336,-80.33262567333334
1698864753.4679904,1698864753467990329,40.48528489666667,-80.33262568333333
1698864753.6653328,1698864753665332769,40.485284895,-80.33262565833333
1698864753.8646994,1698864753864699263,40.48528490333333,-80.33262566833334
1698864754.065216,1698864754065216094,40.48528490166667,-80.33262568166667
1698864754.2654934,1698864754265493385,40.48528487666667,-80.33262568666666
1698864754.464545,1698864754464545041,40.485284883333335,-80.33262568166667
1698864754.6653676,1698864754665367552,40.485284881666665,-80.33262566666667
1698864754.8658874,1698864754865887391,40.485284883333335,-80.3326257
1698864755.0649207,1698864755064920749,40.485284875,-80.33262567833333
1698864755.2642603,1698864755264260253,40.48528489666667,-80.33262567333334
1698864755.4645326,1698864755464532620,40.485284881666665,-80.33262567833333
1698864755.6646085,1698864755664608408,40.485284885,-80.33262566833334
1698864755.8687146,1698864755868714497,40.48528487666667,-80.33262569166666
1698864756.0649893,1698864756064989267,40.48528487833333,-80.33262567666667
1698864756.2649415,1698864756264941368,40.48528490166667,-80.33262569833333
1698864756.4684763,1698864756468476392,40.48528490333333,-80.33262568833334
1698864756.6652062,1698864756665206265,40.48528492,-80.33262568333333
1698864756.8644967,1698864756864496606,40.48528492,-80.33262567333334
1698864757.065086,1698864757065085948,40.485284915,-80.332625675
1698864757.266078,1698864757266077934,40.48528486666667,-80.33262567833333
1698864757.4667966,1698864757466796725,40.485284875,-80.33262569333333
